time_cut,discrate,growth_rate,rcp26,rcp45,rcp60,rcp85
all,1.0,price014,-1.7328075328354486,-2.4168873521150336,-3.0374894849672494,-3.5594662621248494
all,2.0,price014,-1.8273385922047765,-1.7051636214447732,-1.759453923141186,-1.5050395968919343
all,2.5,price014,-1.6062226742020955,-1.4496277587194057,-1.4653098505106903,-1.1922231334290807
all,3.0,price014,-1.399376677539071,-1.251226992259911,-1.258736383481854,-1.0078169426002197
all,5.0,price014,-0.8696872688467586,-0.7909794046955189,-0.8065075189456157,-0.6607902938196082
all,rho0.01eta1,price014,-1.2106305903661536,-1.1036428053360052,-1.1219968724679477,-0.9264737351775718
all,rho0.01eta2,price014,-0.6748955218473561,-0.6171307281831846,-0.6281399296672908,-0.5200630782486619
all,rho0.01eta3,price014,-0.4344559450658767,-0.4059613838702915,-0.41657502907715477,-0.356465267754233
all,rho0.0eta1,price014,-1.4326655497042968,-1.5006932611230208,-1.6577349602423312,-1.6153949136827754
all,rho0.0eta2,price014,-0.8318264252463581,-0.7579360952031887,-0.7695083073070093,-0.6343602445300973
all,rho0.0eta3,price014,-0.5029548963534054,-0.4657930596261888,-0.4761902647333857,-0.4021931948131416
post2100,1.0,price014,0.7964658713797312,-0.2884765770333597,-0.9807005266781207,-2.0727760522507284
post2100,2.0,price014,-0.027824829215333274,-0.15388057693586418,-0.23016947582539712,-0.3499235384973498
post2100,2.5,price014,-0.058166938514078,-0.10019036624961304,-0.12377593824420874,-0.1599474713703521
post2100,3.0,price014,-0.05146724715427997,-0.06407163341990244,-0.0698336317952298,-0.07788076626331296
post2100,5.0,price014,-0.011965181512223732,-0.010605185147569555,-0.009310007216555671,-0.006924445447405806
post2100,rho0.01eta1,price014,-0.03533740970739514,-0.06840614241297947,-0.08736432811726158,-0.11665502497152008
post2100,rho0.01eta2,price014,-0.012297431149063905,-0.012374250460628174,-0.011945326834217363,-0.010972081719952587
post2100,rho0.01eta3,price014,-0.002617354468339497,-0.0022936217910380645,-0.0019944472849418426,-0.0014461098632995272
post2100,rho0.0eta1,price014,0.1361765266638822,-0.14949009675654482,-0.32945303513234464,-0.6137149068144542
post2100,rho0.0eta2,price014,-0.02194781986283487,-0.03028308938881089,-0.034560792072819445,-0.04088808808890112
post2100,rho0.0eta3,price014,-0.005800020967502212,-0.005518699355078842,-0.0051214335218880466,-0.004345246283825197
pre2100,1.0,price014,-2.5292734042151794,-2.128410775081674,-2.056788958289128,-1.486690209874121
pre2100,2.0,price014,-1.799513762989443,-1.5512830445089087,-1.5292844473157892,-1.1551160583945843
pre2100,2.5,price014,-1.5480557356880174,-1.3494373924697929,-1.3415339122664816,-1.0322756620587286
pre2100,3.0,price014,-1.347909430384791,-1.1871553588400086,-1.1889027516866242,-0.9299361763369065
pre2100,5.0,price014,-0.8577220873345348,-0.7803742195479493,-0.79719751172906,-0.6538658483722024
pre2100,rho0.01eta1,price014,-1.1752931806587585,-1.0352366629230256,-1.034632544350686,-0.8098187102060517
pre2100,rho0.01eta2,price014,-0.6625980906982922,-0.6047564777225565,-0.6161946028330736,-0.5090909965287091
pre2100,rho0.01eta3,price014,-0.4318385905975372,-0.4036677620792535,-0.4145805817922129,-0.3550191578909335
pre2100,rho0.0eta1,price014,-1.568842076368179,-1.351203164366476,-1.3282819251099869,-1.0016800068683214
pre2100,rho0.0eta2,price014,-0.8098786053835232,-0.7276530058143779,-0.7349475152341898,-0.5934721564411962
pre2100,rho0.0eta3,price014,-0.4971548753859032,-0.4602743602711099,-0.4710688312114977,-0.3978479485293165
share_post2100,1.0,price014,-0.4596389710266601,0.11935871846940323,0.3228654885989489,0.5823277704038048
share_post2100,2.0,price014,0.01522696961254521,0.09024387747932497,0.13081870050593383,0.23250121738988055
share_post2100,2.5,price014,0.03621349607891254,0.06911454726703133,0.08447082929325174,0.1341590067207554
share_post2100,3.0,price014,0.03677869438612463,0.051207042220356096,0.05547915569267926,0.07727669874488968
share_post2100,5.0,price014,0.01375802767366028,0.013407662809693428,0.011543608705256798,0.010479036257297293
share_post2100,rho0.01eta1,price014,0.029189258877646063,0.061982139585600025,0.07786503711467105,0.12591293259831213
share_post2100,rho0.01eta2,price014,0.018221236844782718,0.020051262877571526,0.01901698374842129,0.021097597923893412
share_post2100,rho0.01eta3,price014,0.006024441598888989,0.005649852134140173,0.0047877264495670155,0.004056804390537582
share_post2100,rho0.0eta1,price014,-0.09505116298216923,0.09961402548357963,0.1987368566349017,0.37991632981888473
share_post2100,rho0.0eta2,price014,0.0263850957323635,0.03995467372574801,0.04491282516984029,0.06445562823563919
share_post2100,rho0.0eta3,price014,0.011531890850560047,0.01184796389947876,0.010755015171835752,0.010803878185566995
