rcp,year,gcm,iam,value
rcp45,2087,NorESM1-M,high,9.76126571548261
rcp45,2088,NorESM1-M,high,18.480308607533992
rcp45,2089,NorESM1-M,high,5.137444019818016
rcp45,2090,NorESM1-M,high,13.349698922500838
rcp45,2091,NorESM1-M,high,21.97846998869476
rcp45,2092,NorESM1-M,high,17.80820809212779
rcp45,2093,NorESM1-M,high,6.123232407431534
rcp45,2094,NorESM1-M,high,8.60354099973755
rcp45,2095,NorESM1-M,high,11.559201275851507
rcp45,2096,NorESM1-M,high,19.13950630981375
rcp45,2097,NorESM1-M,high,15.940492424769795
rcp45,2098,NorESM1-M,high,16.932379255636558
rcp45,2099,NorESM1-M,high,16.674942138230076
rcp45,2080,surrogate_GFDL-CM3_94,high,30.954581079500077
rcp45,2081,surrogate_GFDL-CM3_94,high,28.888817193011263
rcp45,2082,surrogate_GFDL-CM3_94,high,38.179276940699026
rcp45,2083,surrogate_GFDL-CM3_94,high,36.920041222298785
rcp45,2084,surrogate_GFDL-CM3_94,high,30.583866088871858
rcp45,2085,surrogate_GFDL-CM3_94,high,40.94154523362915
rcp45,2086,surrogate_GFDL-CM3_94,high,33.96578384886672
rcp45,2087,surrogate_GFDL-CM3_94,high,33.74483543244916
rcp45,2088,surrogate_GFDL-CM3_94,high,26.52948122974642
rcp45,2089,surrogate_GFDL-CM3_94,high,39.20521869908105
rcp45,2090,surrogate_GFDL-CM3_94,high,28.13440578937963
rcp45,2091,surrogate_GFDL-CM3_94,high,27.60001077666676
rcp45,2092,surrogate_GFDL-CM3_94,high,33.42733189843992
rcp45,2093,surrogate_GFDL-CM3_94,high,34.23797810152981
rcp45,2094,surrogate_GFDL-CM3_94,high,35.421666051179976
rcp45,2095,surrogate_GFDL-CM3_94,high,35.72372792682097
rcp45,2096,surrogate_GFDL-CM3_94,high,24.87020927093434
rcp45,2097,surrogate_GFDL-CM3_94,high,29.606002058348878
rcp45,2098,surrogate_GFDL-CM3_94,high,34.69844928804226
rcp45,2099,surrogate_GFDL-CM3_94,high,31.882490878216135
rcp45,2080,GFDL-ESM2G,high,6.090414213542644
rcp45,2081,GFDL-ESM2G,high,9.865791499573753
rcp45,2082,GFDL-ESM2G,high,19.07009278654902
rcp45,2083,GFDL-ESM2G,high,12.663864359535854
rcp45,2084,GFDL-ESM2G,high,12.074218719592885
rcp45,2085,GFDL-ESM2G,high,9.283804034908725
rcp45,2086,GFDL-ESM2G,high,7.949603112339481
rcp45,2087,GFDL-ESM2G,high,7.743369024161888
rcp45,2088,GFDL-ESM2G,high,11.7723370225765
rcp45,2089,GFDL-ESM2G,high,5.633480443223929
rcp45,2090,GFDL-ESM2G,high,5.972170726389991
rcp45,2091,GFDL-ESM2G,high,10.63452379604691
rcp45,2092,GFDL-ESM2G,high,7.544794278726327
rcp45,2093,GFDL-ESM2G,high,6.7123853775283795
rcp45,2094,GFDL-ESM2G,high,1.9789364688525466
rcp45,2095,GFDL-ESM2G,high,13.11817639466236
rcp45,2096,GFDL-ESM2G,high,7.083226065123655
rcp45,2097,GFDL-ESM2G,high,10.752437669171389
rcp45,2098,GFDL-ESM2G,high,20.240121406342187
rcp45,2099,GFDL-ESM2G,high,2.810404393993682
rcp45,2080,CSIRO-Mk3-6-0,high,12.215239820302795
rcp45,2081,CSIRO-Mk3-6-0,high,9.185672451640386
rcp45,2082,CSIRO-Mk3-6-0,high,22.19932967784145
rcp45,2083,CSIRO-Mk3-6-0,high,15.194111228306225
rcp45,2084,CSIRO-Mk3-6-0,high,20.439229682867037
rcp45,2085,CSIRO-Mk3-6-0,high,12.411832211712955
rcp45,2086,CSIRO-Mk3-6-0,high,14.844043618425088
rcp45,2087,CSIRO-Mk3-6-0,high,26.232373293395444
rcp45,2088,CSIRO-Mk3-6-0,high,16.83923546811685
rcp45,2089,CSIRO-Mk3-6-0,high,24.06658964504951
rcp45,2090,CSIRO-Mk3-6-0,high,21.505167204365364
rcp45,2091,CSIRO-Mk3-6-0,high,6.242711849901161
rcp45,2092,CSIRO-Mk3-6-0,high,16.52641541088336
rcp45,2093,CSIRO-Mk3-6-0,high,21.139036845219916
rcp45,2094,CSIRO-Mk3-6-0,high,19.740588038831003
rcp45,2095,CSIRO-Mk3-6-0,high,12.639452685406816
rcp45,2096,CSIRO-Mk3-6-0,high,15.001859079229257
rcp45,2097,CSIRO-Mk3-6-0,high,23.006305762986006
rcp45,2098,CSIRO-Mk3-6-0,high,17.607041187256975
rcp45,2099,CSIRO-Mk3-6-0,high,18.81532994021881
rcp45,2080,surrogate_GFDL-ESM2G_01,high,5.228680949323499
rcp45,2081,surrogate_GFDL-ESM2G_01,high,7.6556807963363465
rcp45,2082,surrogate_GFDL-ESM2G_01,high,17.721941446409588
rcp45,2083,surrogate_GFDL-ESM2G_01,high,11.609886729333677
rcp45,2084,surrogate_GFDL-ESM2G_01,high,10.402004643029978
rcp45,2085,surrogate_GFDL-ESM2G_01,high,9.196287813459163
rcp45,2086,surrogate_GFDL-ESM2G_01,high,5.863785695170877
rcp45,2087,surrogate_GFDL-ESM2G_01,high,6.393847470335092
rcp45,2088,surrogate_GFDL-ESM2G_01,high,10.287865570464266
rcp45,2089,surrogate_GFDL-ESM2G_01,high,4.655767638216121
rcp45,2090,surrogate_GFDL-ESM2G_01,high,3.110764301568307
rcp45,2091,surrogate_GFDL-ESM2G_01,high,10.653175202354202
rcp45,2092,surrogate_GFDL-ESM2G_01,high,5.686804365550271
rcp45,2093,surrogate_GFDL-ESM2G_01,high,5.429627592635936
rcp45,2094,surrogate_GFDL-ESM2G_01,high,0.5954382076045459
rcp45,2095,surrogate_GFDL-ESM2G_01,high,12.179209154391984
rcp45,2096,surrogate_GFDL-ESM2G_01,high,5.196195871855053
rcp45,2097,surrogate_GFDL-ESM2G_01,high,8.982088506947866
rcp45,2098,surrogate_GFDL-ESM2G_01,high,18.866813939138776
rcp45,2099,surrogate_GFDL-ESM2G_01,high,1.339635662487133
rcp45,2080,CNRM-CM5,low,20.354004804272112
rcp45,2081,CNRM-CM5,low,12.573701886148186
rcp45,2082,CNRM-CM5,low,11.021636598133364
rcp45,2083,CNRM-CM5,low,10.907934935446836
rcp45,2084,CNRM-CM5,low,13.117898149054163
rcp45,2085,CNRM-CM5,low,16.18697328084312
rcp45,2086,CNRM-CM5,low,16.09485374848534
rcp45,2087,CNRM-CM5,low,9.735100121135185
rcp45,2088,CNRM-CM5,low,11.786758706484488
rcp45,2089,CNRM-CM5,low,11.826202648240763
rcp45,2090,CNRM-CM5,low,7.5406085308077575
rcp45,2091,CNRM-CM5,low,4.421255001349461
rcp45,2092,CNRM-CM5,low,14.92811659911754
rcp45,2093,CNRM-CM5,low,19.726444600531213
rcp45,2094,CNRM-CM5,low,5.666271785438741
rcp45,2095,CNRM-CM5,low,5.474965282274949
rcp45,2096,CNRM-CM5,low,5.211864018256827
rcp45,2097,CNRM-CM5,low,17.058992292852867
rcp45,2098,CNRM-CM5,low,10.764327512622122
rcp45,2099,CNRM-CM5,low,18.17875535708169
rcp45,2080,CSIRO-Mk3-6-0,low,13.737706391235188
rcp45,2081,CSIRO-Mk3-6-0,low,10.365776675687897
rcp45,2082,CSIRO-Mk3-6-0,low,25.425106898847087
rcp45,2083,CSIRO-Mk3-6-0,low,17.29878552546202
rcp45,2084,CSIRO-Mk3-6-0,low,23.376837850906735
rcp45,2085,CSIRO-Mk3-6-0,low,14.01903566125051
rcp45,2086,CSIRO-Mk3-6-0,low,16.898613470061008
rcp45,2087,CSIRO-Mk3-6-0,low,30.110953626703335
rcp45,2088,CSIRO-Mk3-6-0,low,19.216992847263192
rcp45,2089,CSIRO-Mk3-6-0,low,27.63309281744007
rcp45,2090,CSIRO-Mk3-6-0,low,24.639772095545183
rcp45,2091,CSIRO-Mk3-6-0,low,6.8946136799256745
rcp45,2092,CSIRO-Mk3-6-0,low,18.867433084261354
rcp45,2093,CSIRO-Mk3-6-0,low,24.276830859139853
rcp45,2094,CSIRO-Mk3-6-0,low,22.627320456741813
rcp45,2095,CSIRO-Mk3-6-0,low,14.384851972555651
rcp45,2096,CSIRO-Mk3-6-0,low,17.201904296234435
rcp45,2097,CSIRO-Mk3-6-0,low,26.572626810978473
rcp45,2098,CSIRO-Mk3-6-0,low,20.280322253983698
rcp45,2099,CSIRO-Mk3-6-0,low,21.746139575705765
rcp45,2080,ACCESS1-0,high,27.725684394445043
rcp45,2081,ACCESS1-0,high,46.54416259616081
rcp45,2082,ACCESS1-0,high,29.853584611368788
rcp45,2083,ACCESS1-0,high,9.857919678367276
rcp45,2084,ACCESS1-0,high,17.34852494387632
rcp45,2085,ACCESS1-0,high,16.262322191543145
rcp45,2086,ACCESS1-0,high,24.324840484926966
rcp45,2087,ACCESS1-0,high,24.996301230011664
rcp45,2088,ACCESS1-0,high,36.39893856656385
rcp45,2089,ACCESS1-0,high,33.100229863834585
rcp45,2090,ACCESS1-0,high,29.476867687852128
rcp45,2091,ACCESS1-0,high,16.601660806434047
rcp45,2092,ACCESS1-0,high,26.097986501956242
rcp45,2093,ACCESS1-0,high,20.611193251827352
rcp45,2094,ACCESS1-0,high,14.076572961478895
rcp45,2095,ACCESS1-0,high,22.581200955316966
rcp45,2096,ACCESS1-0,high,16.12751628049552
rcp45,2097,ACCESS1-0,high,21.69552066767674
rcp45,2098,ACCESS1-0,high,25.399590025379187
rcp45,2099,ACCESS1-0,high,17.13928813805837
rcp45,2080,MPI-ESM-LR,high,3.5228009053647633
rcp45,2081,MPI-ESM-LR,high,3.513889223893021
rcp45,2082,MPI-ESM-LR,high,11.68402497977202
rcp45,2083,MPI-ESM-LR,high,16.75948015878518
rcp45,2084,MPI-ESM-LR,high,7.969487360726175
rcp45,2085,MPI-ESM-LR,high,11.635807156222134
rcp45,2086,MPI-ESM-LR,high,12.175016012534176
rcp45,2087,MPI-ESM-LR,high,16.890578593036583
rcp45,2088,MPI-ESM-LR,high,3.05842844301709
rcp45,2089,MPI-ESM-LR,high,2.4192738031557868
rcp45,2090,MPI-ESM-LR,high,12.88529532777742
rcp45,2091,MPI-ESM-LR,high,7.13432207681093
rcp45,2092,MPI-ESM-LR,high,4.0575296182301175
rcp45,2093,MPI-ESM-LR,high,5.4755147687068035
rcp45,2094,MPI-ESM-LR,high,3.252634343249243
rcp45,2095,MPI-ESM-LR,high,4.4758975354503745
rcp45,2096,MPI-ESM-LR,high,6.6778140417304925
rcp45,2097,MPI-ESM-LR,high,6.168956138529754
rcp45,2098,MPI-ESM-LR,high,12.549949829230187
rcp45,2099,MPI-ESM-LR,high,7.680182365200341
rcp45,2080,ACCESS1-0,low,31.69526077050111
rcp45,2081,ACCESS1-0,low,53.446634476878586
rcp45,2082,ACCESS1-0,low,34.110670034025055
rcp45,2083,ACCESS1-0,low,10.897309066451246
rcp45,2084,ACCESS1-0,low,19.66618555235355
rcp45,2085,ACCESS1-0,low,18.410461176782356
rcp45,2086,ACCESS1-0,low,27.717663916144396
rcp45,2087,ACCESS1-0,low,28.494124824895618
rcp45,2088,ACCESS1-0,low,41.804491882192856
rcp45,2089,ACCESS1-0,low,37.96171378098876
rcp45,2090,ACCESS1-0,low,33.736342131191925
rcp45,2091,ACCESS1-0,low,18.798854686975915
rcp45,2092,ACCESS1-0,low,29.872639181941945
rcp45,2093,ACCESS1-0,low,23.45416288915702
rcp45,2094,ACCESS1-0,low,15.888723953766482
rcp45,2095,ACCESS1-0,low,25.920084432323055
rcp45,2096,ACCESS1-0,low,18.317004508886438
rcp45,2097,ACCESS1-0,low,24.92996047223271
rcp45,2098,ACCESS1-0,low,29.40141759693094
rcp45,2099,ACCESS1-0,low,19.590115927155086
rcp45,2080,CNRM-CM5,high,17.740304878241265
rcp45,2081,CNRM-CM5,high,11.043100814588987
rcp45,2082,CNRM-CM5,high,9.654376594917922
rcp45,2083,CNRM-CM5,high,9.560815244408568
rcp45,2084,CNRM-CM5,high,11.493404945493351
rcp45,2085,CNRM-CM5,high,14.180778471254584
rcp45,2086,CNRM-CM5,high,14.081708636012305
rcp45,2087,CNRM-CM5,high,8.563876018113504
rcp45,2088,CNRM-CM5,high,10.292966610229666
rcp45,2089,CNRM-CM5,high,10.361313849625217
rcp45,2090,CNRM-CM5,high,6.638299273819405
rcp45,2091,CNRM-CM5,high,3.922063700816749
rcp45,2092,CNRM-CM5,high,12.99069787740041
rcp45,2093,CNRM-CM5,high,17.107217121187297
rcp45,2094,CNRM-CM5,high,5.004276450043832
rcp45,2095,CNRM-CM5,high,4.871947897795907
rcp45,2096,CNRM-CM5,high,4.5907205863111455
rcp45,2097,CNRM-CM5,high,14.663607762561162
rcp45,2098,CNRM-CM5,high,9.309827976946526
rcp45,2099,CNRM-CM5,high,15.665558523041367
rcp45,2080,surrogate_CanESM2_89,low,24.500158567373532
rcp45,2081,surrogate_CanESM2_89,low,24.575701666267246
rcp45,2082,surrogate_CanESM2_89,low,29.920170536606715
rcp45,2083,surrogate_CanESM2_89,low,19.703356052371234
rcp45,2084,surrogate_CanESM2_89,low,25.504875828593143
rcp45,2085,surrogate_CanESM2_89,low,22.48468241826678
rcp45,2086,surrogate_CanESM2_89,low,21.728320182140184
rcp45,2087,surrogate_CanESM2_89,low,24.333292924941034
rcp45,2088,surrogate_CanESM2_89,low,15.109643255596541
rcp45,2089,surrogate_CanESM2_89,low,33.516000796101345
rcp45,2090,surrogate_CanESM2_89,low,21.60982063119705
rcp45,2091,surrogate_CanESM2_89,low,22.43956654680493
rcp45,2092,surrogate_CanESM2_89,low,25.91373226020751
rcp45,2093,surrogate_CanESM2_89,low,22.725704212253667
rcp45,2094,surrogate_CanESM2_89,low,19.666049348209675
rcp45,2095,surrogate_CanESM2_89,low,27.0653978373237
rcp45,2096,surrogate_CanESM2_89,low,21.014937358190114
rcp45,2097,surrogate_CanESM2_89,low,29.908628208300204
rcp45,2098,surrogate_CanESM2_89,low,30.32098041655575
rcp45,2099,surrogate_CanESM2_89,low,31.743160654663733
rcp45,2080,surrogate_CanESM2_89,high,21.465245769796137
rcp45,2081,surrogate_CanESM2_89,high,21.55452369455803
rcp45,2082,surrogate_CanESM2_89,high,26.178743884632127
rcp45,2083,surrogate_CanESM2_89,high,17.3532414988013
rcp45,2084,surrogate_CanESM2_89,high,22.404131676734888
rcp45,2085,surrogate_CanESM2_89,high,19.72960375835968
rcp45,2086,surrogate_CanESM2_89,high,19.173196599378127
rcp45,2087,surrogate_CanESM2_89,high,21.379545733316448
rcp45,2088,surrogate_CanESM2_89,high,13.40620651940154
rcp45,2089,surrogate_CanESM2_89,high,29.257239284166054
rcp45,2090,surrogate_CanESM2_89,high,18.946021707812076
rcp45,2091,surrogate_CanESM2_89,high,19.688488008026038
rcp45,2092,surrogate_CanESM2_89,high,22.70148088899787
rcp45,2093,surrogate_CanESM2_89,high,19.860041018781256
rcp45,2094,surrogate_CanESM2_89,high,17.223036174579008
rcp45,2095,surrogate_CanESM2_89,high,23.56795561404259
rcp45,2096,surrogate_CanESM2_89,high,18.34452669650684
rcp45,2097,surrogate_CanESM2_89,high,25.918625102210136
rcp45,2098,surrogate_CanESM2_89,high,26.199046085163165
rcp45,2099,surrogate_CanESM2_89,high,27.418484509342456
rcp45,2080,MPI-ESM-LR,low,3.8969176917748856
rcp45,2081,MPI-ESM-LR,low,4.0062841711392805
rcp45,2082,MPI-ESM-LR,low,13.388535393775436
rcp45,2083,MPI-ESM-LR,low,19.24105817371209
rcp45,2084,MPI-ESM-LR,low,9.093259496641231
rcp45,2085,MPI-ESM-LR,low,13.325672511521613
rcp45,2086,MPI-ESM-LR,low,13.949704638781496
rcp45,2087,MPI-ESM-LR,low,19.447893116741515
rcp45,2088,MPI-ESM-LR,low,3.401704525130013
rcp45,2089,MPI-ESM-LR,low,2.6970946100868116
rcp45,2090,MPI-ESM-LR,low,14.781379594221317
rcp45,2091,MPI-ESM-LR,low,8.130387261657026
rcp45,2092,MPI-ESM-LR,low,4.635494779949221
rcp45,2093,MPI-ESM-LR,low,6.249880468570555
rcp45,2094,MPI-ESM-LR,low,3.6558729376608867
rcp45,2095,MPI-ESM-LR,low,5.130144256015808
rcp45,2096,MPI-ESM-LR,low,7.6614889301857945
rcp45,2097,MPI-ESM-LR,low,7.084039009285228
rcp45,2098,MPI-ESM-LR,low,14.59343927918468
rcp45,2099,MPI-ESM-LR,low,8.85280859259452
rcp45,2080,surrogate_GFDL-ESM2G_11,high,7.3510543912435695
rcp45,2081,surrogate_GFDL-ESM2G_11,high,9.948762394164923
rcp45,2082,surrogate_GFDL-ESM2G_11,high,19.963663185666466
rcp45,2083,surrogate_GFDL-ESM2G_11,high,13.82488015655159
rcp45,2084,surrogate_GFDL-ESM2G_11,high,12.737930227200595
rcp45,2085,surrogate_GFDL-ESM2G_11,high,11.49732490075402
rcp45,2086,surrogate_GFDL-ESM2G_11,high,8.289530907441305
rcp45,2087,surrogate_GFDL-ESM2G_11,high,8.699374235366706
rcp45,2088,surrogate_GFDL-ESM2G_11,high,12.530848560093416
rcp45,2089,surrogate_GFDL-ESM2G_11,high,6.786360572148771
rcp45,2090,surrogate_GFDL-ESM2G_11,high,5.2415658613339
rcp45,2091,surrogate_GFDL-ESM2G_11,high,12.78722056109481
rcp45,2092,surrogate_GFDL-ESM2G_11,high,7.883416070665756
rcp45,2093,surrogate_GFDL-ESM2G_11,high,7.739351391072326
rcp45,2094,surrogate_GFDL-ESM2G_11,high,2.762972040283777
rcp45,2095,surrogate_GFDL-ESM2G_11,high,14.659229383067684
rcp45,2096,surrogate_GFDL-ESM2G_11,high,7.6293972881157925
rcp45,2097,surrogate_GFDL-ESM2G_11,high,11.42442065985917
rcp45,2098,surrogate_GFDL-ESM2G_11,high,21.6553108694772
rcp45,2099,surrogate_GFDL-ESM2G_11,high,3.742438454186217
rcp45,2080,surrogate_MRI-CGCM3_06,low,8.764652211668752
rcp45,2081,surrogate_MRI-CGCM3_06,low,5.641888908757265
rcp45,2082,surrogate_MRI-CGCM3_06,low,0.7363504617457666
rcp45,2083,surrogate_MRI-CGCM3_06,low,5.973938267022768
rcp45,2084,surrogate_MRI-CGCM3_06,low,3.4368710730366243
rcp45,2085,surrogate_MRI-CGCM3_06,low,2.861246443325837
rcp45,2086,surrogate_MRI-CGCM3_06,low,1.3458682862798297
rcp45,2087,surrogate_MRI-CGCM3_06,low,2.0224116641127696
rcp45,2088,surrogate_MRI-CGCM3_06,low,-3.108451749782689
rcp45,2089,surrogate_MRI-CGCM3_06,low,6.046345168215133
rcp45,2090,surrogate_MRI-CGCM3_06,low,5.28016533739816
rcp45,2091,surrogate_MRI-CGCM3_06,low,-0.57159796823226
rcp45,2092,surrogate_MRI-CGCM3_06,low,8.546930665996896
rcp45,2093,surrogate_MRI-CGCM3_06,low,3.4945441882541854
rcp45,2094,surrogate_MRI-CGCM3_06,low,9.595062414344035
rcp45,2095,surrogate_MRI-CGCM3_06,low,0.872556317899594
rcp45,2096,surrogate_MRI-CGCM3_06,low,5.667589463242039
rcp45,2097,surrogate_MRI-CGCM3_06,low,2.8152011147861975
rcp45,2098,surrogate_MRI-CGCM3_06,low,5.209263686572941
rcp45,2099,surrogate_MRI-CGCM3_06,low,4.559877741663113
rcp45,2080,MIROC5,low,15.939657687945202
rcp45,2081,MIROC5,low,20.965159413460835
rcp45,2082,MIROC5,low,21.86636113618215
rcp45,2083,MIROC5,low,22.198026009607233
rcp45,2084,MIROC5,low,11.440079855702917
rcp45,2085,MIROC5,low,13.269323689737195
rcp45,2086,MIROC5,low,24.150780928769784
rcp45,2087,MIROC5,low,15.793289990856223
rcp45,2088,MIROC5,low,20.84002244000941
rcp45,2089,MIROC5,low,18.472429003233586
rcp45,2090,MIROC5,low,15.350011269692839
rcp45,2091,MIROC5,low,19.771479138661437
rcp45,2092,MIROC5,low,24.309515572967747
rcp45,2093,MIROC5,low,22.58361099035413
rcp45,2094,MIROC5,low,24.975077900313345
rcp45,2095,MIROC5,low,25.732093138021135
rcp45,2096,MIROC5,low,28.551126259106535
rcp45,2097,MIROC5,low,12.868688151092316
rcp45,2098,MIROC5,low,19.95422384934136
rcp45,2099,MIROC5,low,17.963746608801095
rcp45,2080,surrogate_CanESM2_94,low,28.125015486546317
rcp45,2081,surrogate_CanESM2_94,low,28.00083116379261
rcp45,2082,surrogate_CanESM2_94,low,33.47693939341201
rcp45,2083,surrogate_CanESM2_94,low,23.24673954422606
rcp45,2084,surrogate_CanESM2_94,low,29.183741971513307
rcp45,2085,surrogate_CanESM2_94,low,26.175591731588206
rcp45,2086,surrogate_CanESM2_94,low,25.445040569880273
rcp45,2087,surrogate_CanESM2_94,low,28.138682599497244
rcp45,2088,surrogate_CanESM2_94,low,18.610005695722293
rcp45,2089,surrogate_CanESM2_94,low,37.29505286993415
rcp45,2090,surrogate_CanESM2_94,low,25.635171047550394
rcp45,2091,surrogate_CanESM2_94,low,26.5804682781186
rcp45,2092,surrogate_CanESM2_94,low,29.778343107365078
rcp45,2093,surrogate_CanESM2_94,low,26.19831213940504
rcp45,2094,surrogate_CanESM2_94,low,23.565605119674036
rcp45,2095,surrogate_CanESM2_94,low,31.13818582205988
rcp45,2096,surrogate_CanESM2_94,low,25.38973118029095
rcp45,2097,surrogate_CanESM2_94,low,34.21046291869395
rcp45,2098,surrogate_CanESM2_94,low,34.8116660639766
rcp45,2099,surrogate_CanESM2_94,low,36.301054485682656
rcp45,2080,surrogate_GFDL-CM3_89,low,30.257818274340103
rcp45,2081,surrogate_GFDL-CM3_89,low,27.815960501004177
rcp45,2082,surrogate_GFDL-CM3_89,low,37.97328335012404
rcp45,2083,surrogate_GFDL-CM3_89,low,36.57394921679995
rcp45,2084,surrogate_GFDL-CM3_89,low,29.2722941227657
rcp45,2085,surrogate_GFDL-CM3_89,low,40.95812711525896
rcp45,2086,surrogate_GFDL-CM3_89,low,32.999424787799356
rcp45,2087,surrogate_GFDL-CM3_89,low,32.67501375792226
rcp45,2088,surrogate_GFDL-CM3_89,low,24.56055498715916
rcp45,2089,surrogate_GFDL-CM3_89,low,39.07070348659191
rcp45,2090,surrogate_GFDL-CM3_89,low,26.328568442892607
rcp45,2091,surrogate_GFDL-CM3_89,low,25.554812159284012
rcp45,2092,surrogate_GFDL-CM3_89,low,32.19362278237499
rcp45,2093,surrogate_GFDL-CM3_89,low,33.06680770185629
rcp45,2094,surrogate_GFDL-CM3_89,low,34.33816597821594
rcp45,2095,surrogate_GFDL-CM3_89,low,34.65794451058256
rcp45,2096,surrogate_GFDL-CM3_89,low,22.629016003755684
rcp45,2097,surrogate_GFDL-CM3_89,low,27.94332305016649
rcp45,2098,surrogate_GFDL-CM3_89,low,33.81833469087538
rcp45,2099,surrogate_GFDL-CM3_89,low,30.32165871319224
rcp45,2080,bcc-csm1-1,high,10.35916571569899
rcp45,2081,bcc-csm1-1,high,15.710105061181826
rcp45,2082,bcc-csm1-1,high,10.173509738732452
rcp45,2083,bcc-csm1-1,high,20.895582445223454
rcp45,2084,bcc-csm1-1,high,14.33460665303554
rcp45,2085,bcc-csm1-1,high,14.771378318514062
rcp45,2086,bcc-csm1-1,high,14.70350584784858
rcp45,2087,bcc-csm1-1,high,3.5656822894731683
rcp45,2088,bcc-csm1-1,high,23.301867198571983
rcp45,2089,bcc-csm1-1,high,23.544322249307115
rcp45,2090,bcc-csm1-1,high,8.832974156009014
rcp45,2091,bcc-csm1-1,high,8.176549570098517
rcp45,2092,bcc-csm1-1,high,11.169402138893178
rcp45,2093,bcc-csm1-1,high,9.25890008008826
rcp45,2094,bcc-csm1-1,high,12.919654963420257
rcp45,2095,bcc-csm1-1,high,17.337227004719388
rcp45,2096,bcc-csm1-1,high,14.971649778427581
rcp45,2097,bcc-csm1-1,high,12.992142808789556
rcp45,2098,bcc-csm1-1,high,10.1640030786448
rcp45,2099,bcc-csm1-1,high,11.306070544319597
rcp45,2080,surrogate_CanESM2_94,high,24.656579297744436
rcp45,2081,surrogate_CanESM2_94,high,24.5681649072547
rcp45,2082,surrogate_CanESM2_94,high,29.323369509254043
rcp45,2083,surrogate_CanESM2_94,high,20.474296412593922
rcp45,2084,surrogate_CanESM2_94,high,25.654280099781097
rcp45,2085,surrogate_CanESM2_94,high,22.981515052182306
rcp45,2086,surrogate_CanESM2_94,high,22.45057962472382
rcp45,2087,surrogate_CanESM2_94,high,24.73389810951956
rcp45,2088,surrogate_CanESM2_94,high,16.485591137417607
rcp45,2089,surrogate_CanESM2_94,high,32.58323162268659
rcp45,2090,surrogate_CanESM2_94,high,22.480863643227273
rcp45,2091,surrogate_CanESM2_94,high,23.323848990774323
rcp45,2092,surrogate_CanESM2_94,high,26.096200281898028
rcp45,2093,surrogate_CanESM2_94,high,22.90943192769766
rcp45,2094,surrogate_CanESM2_94,high,20.637291911566933
rcp45,2095,surrogate_CanESM2_94,high,27.128627692456586
rcp45,2096,surrogate_CanESM2_94,high,22.165815675354715
rcp45,2097,surrogate_CanESM2_94,high,29.665945112912762
rcp45,2098,surrogate_CanESM2_94,high,30.112093849964904
rcp45,2099,surrogate_CanESM2_94,high,31.386117835997503
rcp45,2080,surrogate_GFDL-CM3_99,low,50.32366803521536
rcp45,2081,surrogate_GFDL-CM3_99,low,48.02630106586584
rcp45,2082,surrogate_GFDL-CM3_99,low,60.085403460416984
rcp45,2083,surrogate_GFDL-CM3_99,low,59.33946006298729
rcp45,2084,surrogate_GFDL-CM3_99,low,52.20054946314663
rcp45,2085,surrogate_GFDL-CM3_99,low,64.52750703549177
rcp45,2086,surrogate_GFDL-CM3_99,low,56.082674995742195
rcp45,2087,surrogate_GFDL-CM3_99,low,56.20522370130534
rcp45,2088,surrogate_GFDL-CM3_99,low,47.063119842052394
rcp45,2089,surrogate_GFDL-CM3_99,low,63.0064997946723
rcp45,2090,surrogate_GFDL-CM3_99,low,49.9724442467301
rcp45,2091,surrogate_GFDL-CM3_99,low,49.45087188127615
rcp45,2092,surrogate_GFDL-CM3_99,low,57.6266190143899
rcp45,2093,surrogate_GFDL-CM3_99,low,59.237661085856494
rcp45,2094,surrogate_GFDL-CM3_99,low,60.36468422010846
rcp45,2095,surrogate_GFDL-CM3_99,low,62.12674944630161
rcp45,2096,surrogate_GFDL-CM3_99,low,47.24934203910275
rcp45,2097,surrogate_GFDL-CM3_99,low,54.109571177484995
rcp45,2098,surrogate_GFDL-CM3_99,low,60.890362167613446
rcp45,2099,surrogate_GFDL-CM3_99,low,58.07692548022244
rcp45,2080,MIROC-ESM-CHEM,low,26.02036959768338
rcp45,2081,MIROC-ESM-CHEM,low,27.109915578016597
rcp45,2082,MIROC-ESM-CHEM,low,29.449376243452768
rcp45,2083,MIROC-ESM-CHEM,low,30.775081140681905
rcp45,2084,MIROC-ESM-CHEM,low,20.33237947777202
rcp45,2085,MIROC-ESM-CHEM,low,23.551472577705756
rcp45,2086,MIROC-ESM-CHEM,low,26.940035543302837
rcp45,2087,MIROC-ESM-CHEM,low,24.57279973969336
rcp45,2088,MIROC-ESM-CHEM,low,30.77589447399817
rcp45,2089,MIROC-ESM-CHEM,low,27.36834037004351
rcp45,2090,MIROC-ESM-CHEM,low,30.784971507300586
rcp45,2091,MIROC-ESM-CHEM,low,23.99214979972116
rcp45,2092,MIROC-ESM-CHEM,low,20.867457846132435
rcp45,2093,MIROC-ESM-CHEM,low,27.449274039797032
rcp45,2094,MIROC-ESM-CHEM,low,22.191408823143178
rcp45,2095,MIROC-ESM-CHEM,low,23.684336217661752
rcp45,2096,MIROC-ESM-CHEM,low,33.468950047487105
rcp45,2097,MIROC-ESM-CHEM,low,24.93495215952831
rcp45,2098,MIROC-ESM-CHEM,low,26.71731063569448
rcp45,2099,MIROC-ESM-CHEM,low,26.700798801910086
rcp45,2080,MIROC-ESM,high,22.175211426353783
rcp45,2081,MIROC-ESM,high,22.231059016888743
