time,regions,heating
1962,EEU,0.24225279547902392
1962,FSU,1.8390507453640375
1962,MDE,0.9997515652924882
1962,CAM,0.1146005684818481
1962,LAM,0.5452126413782246
1962,SAS,0.1142183889833177
1962,SEA,0.1707274584898672
1962,CHI,0.7521086824496139
1962,MAF,0.001608855360481287
1962,SSA,0.002633909942212415
1962,SIS,0.016440903840327793
1963,USA,4.143836395459388
1963,CAN,0.24442869137343406
1963,WEU,2.850522318349375
1963,JPK,0.9786999493654
1963,ANZ,0.09571268249240435
1963,EEU,0.25539011827559505
1963,FSU,1.944625226595847
1963,MDE,1.0699288326187302
1963,CAM,0.12421162228636577
1963,LAM,0.5866354752054694
1963,SAS,0.12018257106678126
1963,SEA,0.18508889437939716
1963,CHI,0.8132065077057058
1963,MAF,0.0017333584168086442
1963,SSA,0.0027779907024093465
1963,SIS,0.017532127123564726
1964,USA,4.349060070533674
1964,CAN,0.25976591889078615
1964,WEU,2.998592410014837
1964,JPK,1.0395796713750522
1964,ANZ,0.10039955573518763
1964,EEU,0.26925826299653244
1964,FSU,2.056400857413834
1964,MDE,1.1451103712248651
1964,CAM,0.13463790789602517
1964,LAM,0.631248539314865
1964,SAS,0.12646682327199954
1964,SEA,0.20067210470105346
1964,CHI,0.8793276858002517
1964,MAF,0.0018676238186846458
1964,SSA,0.002930153099874052
1964,SIS,0.01869705438998831
1965,USA,4.564948468317439
1965,CAN,0.2760958172330024
1965,WEU,3.154700221612911
1965,JPK,1.1043676036674335
1965,ANZ,0.10532749638668681
1965,EEU,0.2839106327340534
1965,FSU,2.174839962102261
1965,MDE,1.225709274509062
1965,CAM,0.14595539160297
1965,LAM,0.679328941663133
1965,SAS,0.13309428142677796
1965,SEA,0.2175911950503556
1965,CHI,0.9509294908431071
1965,MAF,0.0020125102533420096
1965,SSA,0.0030909893224480883
1965,SIS,0.019941574210230892
1966,USA,4.792110176937922
1966,CAN,0.2934863623163538
1966,WEU,3.3193205704144697
1966,JPK,1.1733294737527438
1966,ANZ,0.1105101512960171
1966,EEU,0.29939512016530906
1966,FSU,2.300367773186688
1966,MDE,1.3121335453305747
1966,CAM,0.1582425863405338
1966,LAM,0.7311564081560648
1966,SAS,0.14008531924165943
1966,SEA,0.23596417476793202
1966,CHI,1.028481128731893
1966,MAF,0.002168888577092045
1966,SSA,0.0032610325899559375
1966,SIS,0.021271402663071277
1967,USA,5.030446179333012
1967,CAN,0.31196424447360255
1967,WEU,3.492441141093884
1967,JPK,1.2465654889341624
1967,ANZ,0.1159448286163638
1967,EEU,0.315715987492883
1967,FSU,2.4330780583746723
1967,MDE,1.4046153238212715
1967,CAM,0.17155974801139695
1967,LAM,0.7869176044402211
1967,SAS,0.14743977169092323
1967,SEA,0.2558819326951835
1967,CHI,1.1123286815544642
1967,MAF,0.002337357690446635
1967,SSA,0.0034403416284795986
1967,SIS,0.022689327076967043
1968,USA,5.280549040871432
1968,CAN,0.33160004202134163
1968,WEU,3.6745304863430546
1968,JPK,1.3243509260321304
1968,ANZ,0.12164477334176364
1968,EEU,0.332921078476892
1968,FSU,2.5734022175078426
1968,MDE,1.5035906856418004
1968,CAM,0.18599457964604482
1968,LAM,0.8469174725770606
1968,SAS,0.1551777806649948
1968,SEA,0.27747638924790285
1968,CHI,1.202992182530303
1968,MAF,0.0025188712906700993
1968,SSA,0.003629450377243212
1968,SIS,0.02420137068982316
1969,USA,5.544242097109057
1969,CAN,0.3525452483709175
1969,WEU,3.8669196372129337
1969,JPK,1.4072834883527472
1969,ANZ,0.1276515393802671
1969,EEU,0.3511369587979067
1969,FSU,2.722386809155965
1969,MDE,1.6098758431376023
1969,CAM,0.20168597947640882
1969,LAM,0.9116821604898492
1969,SAS,0.16335594912891815
1969,SEA,0.30095598122623407
1969,CHI,1.301316711195182
1969,MAF,0.0027150467177069976
1969,SSA,0.0038297523193579703
1969,SIS,0.0258195604224744
1970,USA,5.824210566162851
1970,CAN,0.3750135243949275
1970,WEU,4.071554142417387
1970,JPK,1.4962076836812996
1970,ANZ,0.13402642558852101
1970,EEU,0.37054722903548687
1970,FSU,2.8815341356114845
1970,MDE,1.724594181867206
1970,CAM,0.2188179299476659
1970,LAM,0.9819233705483422
1970,SAS,0.1720569223765455
1970,SEA,0.3265966302349184
1970,CHI,1.4084290841948772
1970,MAF,0.0029280629767412993
1970,SSA,0.004043265766413718
1970,SIS,0.027560652831605185
1971,USA,6.10304251736195
1971,CAN,0.3977945971264601
1971,WEU,4.274047160393126
1971,JPK,1.590397049891989
1971,ANZ,0.13973815873370155
1971,EEU,0.3912293276481473
1971,FSU,3.04032498623994
1971,MDE,1.8523768494156267
1971,CAM,0.23693819872870311
1971,LAM,1.0547827627408939
1971,SAS,0.18113608280859342
1971,SEA,0.35401316066273825
1971,CHI,1.5173700992310486
1971,MAF,0.0031587446549327007
1971,SSA,0.004277004378068757
1971,SIS,0.029329624607231857
1972,USA,6.393919414834954
1972,CAN,0.42187351879955776
1972,WEU,4.485696031988191
1972,JPK,1.6901711232145338
1972,ANZ,0.14566359788439867
1972,EEU,0.412981570828502
1972,FSU,3.207212115591311
1972,MDE,1.9892217902092282
1972,CAM,0.2565066891230367
1972,LAM,1.1328173355476785
1972,SAS,0.1906554516561513
1972,SEA,0.3836529578116512
1972,CHI,1.6344042917935098
1972,MAF,0.0034069053012361927
1972,SSA,0.004523332741834419
1972,SIS,0.031205772899944677
1973,USA,6.696140140503967
1973,CAN,0.4472416731447526
1973,WEU,4.706054849738409
1973,JPK,1.7955289278003521
1973,ANZ,0.15178318513159383
1973,EEU,0.43577925631237335
1973,FSU,3.3819872968270066
1973,MDE,2.135372690386193
1973,CAM,0.27758687039890695
1973,LAM,1.2161674116248202
1973,SAS,0.20059961614687616
1973,SEA,0.4156179606817069
1973,CHI,1.759803103722
1973,MAF,0.0036731800511171295
1973,SSA,0.004782048654323977
1973,SIS,0.03318944542927702
1974,USA,7.010390521325541
1974,CAN,0.47398277912523357
1974,WEU,4.935650849325202
1974,JPK,1.9068408045018679
1974,ANZ,0.1581090003654603
1974,EEU,0.4596875443853029
1974,FSU,3.5651397755336327
1974,MDE,2.291524272664653
1974,CAM,0.3003028455713681
1974,LAM,1.3052302750155054
1974,SAS,0.21099456504730732
1974,SEA,0.45010140100006424
1974,CHI,1.8942136679164447
1974,MAF,0.003958992448747544
1974,SSA,0.0050539360956217885
1974,SIS,0.03528786223473804
1975,USA,7.336818467541291
1975,CAN,0.5021468555365064
1975,WEU,5.174635456966053
1975,JPK,2.0243441738212433
1975,ANZ,0.16464077755748466
1975,EEU,0.4847377070346211
1975,FSU,3.7568948155342605
1975,MDE,2.4582334520937703
1975,CAM,0.32476398311596427
1975,LAM,1.400324865097494
1975,SAS,0.22185045530504352
1975,SEA,0.48727519874032693
1975,CHI,2.0381762542264705
1975,MAF,0.004265549780041625
1975,SSA,0.0053394114293072335
1975,SIS,0.03750581332272912
1976,USA,7.675652318291676
1976,CAN,0.5317908867049002
1976,WEU,5.4232178307549495
1976,JPK,2.1483064186249905
1976,ANZ,0.1713800174731775
1976,EEU,0.5109669739445403
1976,FSU,3.957523196355404
1976,MDE,2.636111316739989
1976,CAM,0.35108981401942885
1976,LAM,1.5018011097734838
1976,SAS,0.23318002193970896
1976,SEA,0.5273272428784235
1976,CHI,2.192282250940283
1976,MAF,0.0045941726767793414
1976,SSA,0.005638959638110776
1976,SIS,0.03984866577258915
1977,USA,8.027628286102063
1977,CAN,0.5630091758937172
1977,WEU,5.681967914370311
1977,JPK,2.279148061065448
1977,ANZ,0.17833943911188407
1977,EEU,0.5384474152645208
1977,FSU,4.167564611078585
1977,MDE,2.825978192119671
1977,CAM,0.37943120016107534
1977,LAM,1.6101282902352478
1977,SAS,0.24501168251995079
1977,SEA,0.5704933010143961
1977,CHI,2.3573042399725948
1977,MAF,0.004946568799740096
1977,SSA,0.005953454306262662
1977,SIS,0.04232465446258954
1978,USA,8.394789101972322
1978,CAN,0.5959922752155098
1978,WEU,5.95238591629993
1978,JPK,2.4176833962682727
1978,ANZ,0.1855603510213506
1978,EEU,0.5673412193217343
1978,FSU,4.388254323068262
1978,MDE,3.029175544638401
1978,CAM,0.41001375324417855
1978,LAM,1.7260728276018944
1978,SAS,0.2574143903568504
1978,SEA,0.6171226195547296
1978,CHI,2.5344596549323506
1978,MAF,0.005325389387605295
1978,SSA,0.006284773617122971
1978,SIS,0.04494937246922559
1979,USA,8.778674013149114
1979,CAN,0.6309026989524515
1979,WEU,6.23562487206037
1979,JPK,2.5646193416322722
1979,ANZ,0.19307212256468156
1979,EEU,0.5977808188809945
1979,FSU,4.6205942556207935
1979,MDE,3.2469580269935023
1979,CAM,0.44305782024798085
1979,LAM,1.850351973394515
1979,SAS,0.2704428149321423
1979,SEA,0.6675579581853074
1979,CHI,2.724907246649968
1979,MAF,0.005733176074528408
1979,SSA,0.006634479390465011
1979,SIS,0.047736485464351996
1980,USA,9.177384811843508
1980,CAN,0.6676594918485627
1980,WEU,6.530399776753344
1980,JPK,2.719676736326205
1980,ANZ,0.20082826881708904
1980,EEU,0.6296663739718612
1980,FSU,4.863789447568205
1980,MDE,3.4793634340358084
1980,CAM,0.47862268215366943
1980,LAM,1.9829897403171581
1980,SAS,0.28404618543759913
1980,SEA,0.7219005589254738
1980,CHI,2.928794857309537
1980,MAF,0.006170353975065228
1980,SSA,0.0070015621430359175
1980,SIS,0.05068134569359797
1981,USA,9.698896773222355
1981,CAN,0.7067336050754198
1981,WEU,6.922768750645771
1981,JPK,2.9527661018989635
1981,ANZ,0.2097527753207343
1981,EEU,0.6528302779370772
1981,FSU,5.167917172052849
1981,MDE,3.638171254497885
1981,CAM,0.49234692641083405
1981,LAM,2.0291201217255614
1981,SAS,0.3127473216117684
1981,SEA,0.7934944340590868
1981,CHI,3.3696714540798305
1981,MAF,0.006598642592409679
1981,SSA,0.007231763329743871
1981,SIS,0.05303662450696344
1982,USA,10.247569179273272
1982,CAN,0.7479138647417178
1982,WEU,7.336940674726939
1982,JPK,3.205058297629208
1982,ANZ,0.21902097807276544
1982,EEU,0.6766829013213576
1982,FSU,5.489735871202868
1982,MDE,3.8033089742555757
1982,CAM,0.5063424199248987
1982,LAM,2.075822307745928
1982,SAS,0.3442653897120902
1982,SEA,0.8719779809593277
1982,CHI,3.875977892408631
1982,MAF,0.007054955193382472
1982,SSA,0.007467729677271501
1982,SIS,0.05548795774002309
1983,USA,10.824657699452395
1983,CAN,0.7913019158958645
1983,WEU,7.774007970914662
1983,JPK,3.4780643399549898
1983,ANZ,0.22864331256085826
1983,EEU,0.7012371372879941
1983,FSU,5.830182454378172
1983,MDE,3.974979282828323
1983,CAM,0.5206096164585245
1983,LAM,2.1230850063576114
1983,SAS,0.37886799489011
1983,SEA,0.957992134159286
1983,CHI,4.457278956185219
1983,MAF,0.007540995906554426
1983,SSA,0.007709527533134042
1983,SIS,0.05803852903724385
1984,USA,11.432398343725133
1984,CAN,0.8370718047560441
1984,WEU,8.235781560292306
1984,JPK,3.7737154802165387
1984,ANZ,0.23864984489646196
1984,EEU,0.7265650062985988
1984,FSU,6.190742013828056
1984,MDE,4.153727428266103
1984,CAM,0.5351923813541042
1984,LAM,2.17107314419126
1984,SAS,0.4168812274471085
1984,SEA,1.0523209862599892
1984,CHI,5.124933119319668
1984,MAF,0.008059220045023251
1984,SSA,0.00795786930699484
1984,SIS,0.060696537440215415
1985,USA,12.073336325903574
1985,CAN,0.8854213387912331
1985,WEU,8.724316869201056
1985,JPK,4.094185059707787
1985,ANZ,0.24907525490484195
1985,EEU,0.752750096693716
1985,FSU,6.5730969822952225
1985,MDE,4.340181517093171
1985,CAM,0.5501415327206473
1985,LAM,2.219976112003816
1985,SAS,0.4586733763613019
1985,SEA,1.155849511927365
1985,CHI,5.892144153214515
1985,MAF,0.008612398099056413
1985,SSA,0.008213582337128569
1985,SIS,0.06347141937217216
1986,USA,12.748996474025933
1986,CAN,0.9364746085300564
1986,WEU,9.240953695421348
1986,JPK,4.441447536446768
1986,ANZ,0.25993140962195205
1986,EEU,0.7798048186079637
1986,FSU,6.978404277207651
1986,MDE,4.534574522007532
1986,CAM,0.565454539855193
1986,LAM,2.2697650207700755
1986,SAS,0.5046072398410499
1986,SEA,1.2694427157793227
1986,CHI,6.773564587538038
1986,MAF,0.009202671733729668
1986,SSA,0.00847670714496582
1986,SIS,0.06636685772358304
1987,USA,13.46029975732839
1987,CAN,0.9903120353196183
1987,WEU,9.786607835344931
1987,JPK,4.817388064554805
1987,ANZ,0.27121703824344223
1987,EEU,0.8077017753656419
1987,FSU,7.4075098853877535
1987,MDE,4.736910972349454
1987,CAM,0.5811001477865192
1987,LAM,2.3202967136706647
1987,SAS,0.5550517173623682
1987,SEA,1.3939748886357042
1987,CHI,7.785584409271993
1987,MAF,0.009831817159604024
1987,SSA,0.008746851877069126
1987,SIS,0.06938320054543543
1988,USA,14.209500537996675
1988,CAN,1.047112775443571
1988,WEU,10.363177292751216
1988,JPK,5.224492122770552
1988,ANZ,0.28295705497736434
1988,EEU,0.8364914592101326
1988,FSU,7.862012036274755
1988,MDE,4.947653214896566
1988,CAM,0.5971035141045817
1988,LAM,2.3716549358796675
1988,SAS,0.610462196198424
1988,SEA,1.5305310457746175
1988,CHI,8.947681352129042
1988,MAF,0.010502652754858212
1988,SSA,0.009024470204012997
1988,SIS,0.07252750767624372
1989,USA,14.999824661720904
1989,CAN,1.1071287991190482
1989,WEU,10.973292579180692
1989,JPK,5.665781390126347
1989,ANZ,0.2951938959034175
1989,EEU,0.8662739865692505
1989,FSU,8.344079965099308
1989,MDE,5.167572399096538
1989,CAM,0.6135240008225659
1989,LAM,2.4240566593348496
1989,SAS,0.6713784348381062
1989,SEA,1.6803998143843606
1989,CHI,10.282840273238524
1989,MAF,0.011218828487986174
1989,SSA,0.00931054164852364
1989,SIS,0.07581139122704754
1990,USA,15.835539232755277
1990,CAN,1.1707155747053757
1990,WEU,11.620640503666612
1990,JPK,6.145277057011108
1990,ANZ,0.3080044215393385
1990,EEU,0.8972684304833048
1990,FSU,8.85685890021747
1990,MDE,5.399474788231929
1990,CAM,0.6305439042902447
1990,LAM,2.477868872002312
1990,SAS,0.7385489089144163
1990,SEA,1.8453456111674271
1990,CHI,11.829510484778565
1990,MAF,0.011983943945088494
1990,SSA,0.0096058224563746
1990,SIS,0.07926551903558891
1991,USA,16.440250612829107
1991,CAN,1.2104423279889989
1991,WEU,11.989961349728642
1991,JPK,6.362437778252588
1991,ANZ,0.3226119732045855
1991,EEU,0.9093807897303882
1991,FSU,8.283962254245763
1991,MDE,5.70389888782488
1991,CAM,0.6547763833341403
1991,LAM,2.6181450110096454
1991,SAS,0.7865043740328023
1991,SEA,1.9982749152826251
1991,CHI,13.112006354956273
1991,MAF,0.012453071019338034
1991,SSA,0.009934234488932917
1991,SIS,0.0824488208441128
1992,USA,17.06646223465023
1992,CAN,1.2514020634149676
1992,WEU,12.369871672183542
1992,JPK,6.586659359353077
1992,ANZ,0.337881100285536
1992,EEU,0.9215714414085776
1992,FSU,7.747432017822325
1992,MDE,6.024947448776136
1992,CAM,0.6798786362523606
1992,LAM,2.766100287541992
1992,SAS,0.8374953287375517
1992,SEA,2.1636719425917024
1992,CHI,14.532036038679365
1992,MAF,0.012939259811859151
1992,SSA,0.010272876527397683
1992,SIS,0.0857521309001959
1993,USA,17.71561200646272
1993,CAN,1.2936818031852786
1993,WEU,12.761161959917247
1993,JPK,6.818436995676142
1993,ANZ,0.353854764244358
1993,EEU,0.9338788506155685
1993,FSU,7.245311982930927
1993,MDE,6.363767526814376
1993,CAM,0.7059087167222852
1993,LAM,2.922263788408564
1993,SAS,0.8917471416135312
1993,SEA,2.3426359430635313
1993,CHI,16.104861630840386
1993,MAF,0.013443688006471614
1993,SSA,0.010622486252975604
1993,SIS,0.08918341424790016
1994,USA,18.389542376948807
1994,CAN,1.337397480016562
1994,WEU,13.164894093613047
1994,JPK,7.058411095232576
1994,ANZ,0.370585533334369
1994,EEU,0.9463567476728875
1994,FSU,6.7757999362479
1994,MDE,6.721705324318557
1994,CAM,0.7329409205244298
1994,LAM,3.087256858898014
1994,SAS,0.9495189236359145
1994,SEA,2.536412371744691
1994,CHI,17.84782019153482
1994,MAF,0.013967795547508089
1994,SSA,0.010984016758079392
1994,SIS,0.09275268037845165
1995,USA,19.089246849241515
1995,CAN,1.3826015007941561
1995,WEU,13.581496727576106
1995,JPK,7.306889805382519
1995,ANZ,0.38811029705755695
1995,EEU,0.9590097731292783
1995,FSU,6.33678849940847
1995,MDE,7.099859718119468
1995,CAM,0.7610157901567278
1995,LAM,3.2615873186312108
1995,SAS,1.0110416828835949
1995,SEA,2.7462340146777984
1995,CHI,19.77934737823826
1995,MAF,0.014512380959552075
1995,SSA,0.011357899578466208
1995,SIS,0.09646572457189749
1996,USA,20.041034132131067
1996,CAN,1.425563748275587
1996,WEU,14.038422348730062
1996,JPK,7.700174574509017
1996,ANZ,0.40476489619265554
1996,EEU,1.0077885611999489
1996,FSU,6.276122149208646
1996,MDE,7.507903617844159
1996,CAM,0.8093527166222245
1996,LAM,3.4189385854224086
1996,SAS,1.089611145651743
1996,SEA,2.9640615351172603
1996,CHI,21.621412871832053
1996,MAF,0.01561752510804701
1996,SSA,0.012045141615818855
1996,SIS,0.10242644895378934
1997,USA,21.573647682952753
1997,CAN,1.5183271039549096
1997,WEU,14.595067516849388
1997,JPK,7.926890910495883
1997,ANZ,0.42122388510837355
1997,EEU,1.0533448474106302
1997,FSU,6.455133364578887
1997,MDE,7.954822687048419
1997,CAM,0.871675931782199
1997,LAM,3.629562424187293
1997,SAS,1.1548623649124463
1997,SEA,3.134984168857408
1997,CHI,23.52291733466268
1997,MAF,0.016304809606002425
1997,SSA,0.01262845052343636
1997,SIS,0.10805159017659527
1998,USA,22.777208069327653
1998,CAN,1.6029505992104753
1998,WEU,15.177897394399523
1998,JPK,8.216553924356344
1998,ANZ,0.44306053246318905
1998,EEU,1.1003199173066267
1998,FSU,6.592358262244267
1998,MDE,8.5155889815913
1998,CAM,0.9393119027596347
1998,LAM,3.8592056554719396
1998,SAS,1.2233009032405875
1998,SEA,3.33732530726859
1998,CHI,25.582496464273273
1998,MAF,0.017188931523304897
1998,SSA,0.01320385143755856
1998,SIS,0.11631463057627495
1999,USA,24.023495628747934
1999,CAN,1.6774647645407914
1999,WEU,15.79683380834913
1999,JPK,8.261188132564078
1999,ANZ,0.4684717526657099
1999,EEU,1.1422880351024984
1999,FSU,6.475658773982264
1999,MDE,8.95250158544624
1999,CAM,0.9971867382071521
1999,LAM,3.968239345179472
1999,SAS,1.3039271338953784
1999,SEA,3.3325028187735746
1999,CHI,27.293389752807947
1999,MAF,0.018317752014470595
1999,SSA,0.01359839587186618
1999,SIS,0.12336093502403585
2000,USA,25.298377938803664
2000,CAN,1.7716265219165335
2000,WEU,16.39474405563691
2000,JPK,8.518869745334417
2000,ANZ,0.49497335156833583
2000,EEU,1.1851282122300737
2000,FSU,6.7241515358449595
2000,MDE,9.109608369529656
2000,CAM,1.049237807475122
2000,LAM,3.9966928966212922
2000,SAS,1.4010560984174574
2000,SEA,3.513298861914312
2000,CHI,29.302410118618536
2000,MAF,0.01945793949028125
2000,SSA,0.014124834154128024
2000,SIS,0.1296784254874549
2001,USA,26.60062010059072
2001,CAN,1.861261778819263
2001,WEU,16.95556414789679
2001,JPK,8.817108656486043
2001,ANZ,0.5164363176226774
2001,EEU,1.2265842640377302
2001,FSU,7.299258293905264
2001,MDE,9.754631775230518
2001,CAM,1.0891645236212464
2001,LAM,4.168278975984379
2001,SAS,1.4924964956093674
2001,SEA,3.7646844778697335
2001,CHI,31.317136735297098
2001,MAF,0.020465251700101054
2001,SSA,0.014707424543765196
2001,SIS,0.1395539075278479
2002,USA,27.406696321956762
2002,CAN,1.9252337657055822
2002,WEU,17.354518650852814
2002,JPK,9.124719063944998
2002,ANZ,0.5359184545993634
2002,EEU,1.2541177786961317
2002,FSU,7.5807626397923515
2002,MDE,10.162146063689848
2002,CAM,1.130196169233343
2002,LAM,4.320519251739597
2002,SAS,1.5756266671896737
2002,SEA,4.005637840299868
2002,CHI,32.56755576346879
2002,MAF,0.021329266603683363
2002,SSA,0.015354533134470404
2002,SIS,0.14474089922566866
2003,USA,28.20956295986819
2003,CAN,1.9886773418993942
2003,WEU,17.76263901184799
2003,JPK,9.44193146416539
2003,ANZ,0.5556399974543588
2003,EEU,1.2848172826664506
2003,FSU,7.86845201928796
2003,MDE,10.595834109168953
2003,CAM,1.1723412962969426
2003,LAM,4.4769942849518465
2003,SAS,1.6600059115102619
2003,SEA,4.250408051331507
2003,CHI,33.85372937294695
2003,MAF,0.022239936295844646
2003,SSA,0.016034787820701262
2003,SIS,0.15010297449150234
2004,USA,29.007648319643188
2004,CAN,2.05140335379441
2004,WEU,18.180394027656366
2004,JPK,9.763927384036524
2004,ANZ,0.5755754423155475
2004,EEU,1.3189128264309984
2004,FSU,8.162362385464178
2004,MDE,11.057573895557027
2004,CAM,1.215613772202564
2004,LAM,4.63777944647769
2004,SAS,1.7453765123655256
2004,SEA,4.497882864576232
2004,CHI,35.1762618970802
2004,MAF,0.02319975153304025
2004,SSA,0.016750466782098794
2004,SIS,0.15564829243437428
2005,USA,29.802476991683633
2005,CAN,2.113460812392476
2005,WEU,18.61000304127027
2005,JPK,10.090986317570499
2005,ANZ,0.5957540778376229
2005,EEU,1.3567774456680783
2005,FSU,8.463080430892093
2005,MDE,11.550668676632593
2005,CAM,1.2601533785813974
2005,LAM,4.803479020176519
2005,SAS,1.8316118646634296
2005,SEA,4.747319657204351
2005,CHI,36.53960994350952
2005,MAF,0.024214459177273988
2005,SSA,0.017505095058867447
2005,SIS,0.16139765702300451
