time,regions,income
1950,USA,1643.89944236897
1950,CAN,84.8224831391005
1950,WEU,1913.31508308279
1950,JPK,616.021980672332
1950,ANZ,119.057728115324
1950,EEU,87.9192108941911
1950,FSU,167.308878761848
1950,MDE,76.0649829670573
1950,CAM,40.5139010341431
1950,LAM,193.138523290388
1950,SAS,57.9713701148353
1950,SEA,25.6942546016562
1950,CHI,18.8014266052303
1950,MAF,13.4482462152325
1950,SSA,94.6859977634632
1950,SIS,6.82113737296979
1951,USA,1702.5064446350696
1951,CAN,89.52831643076127
1951,WEU,1978.5601206177726
1951,JPK,644.6374878052532
1951,ANZ,123.06897040811064
1951,EEU,91.62583585448974
1951,FSU,174.9933213385721
1951,MDE,79.95998559239216
1951,CAM,43.193057091598924
1951,LAM,204.9750146965923
1951,SAS,59.680189397490274
1951,SEA,27.412654133958547
1951,CHI,19.934909692532234
1951,MAF,14.269081510104037
1951,SSA,97.5523777370377
1951,SIS,7.154395635259763
1952,USA,1763.2028573760997
1952,CAN,94.49522280292344
1952,WEU,2046.030047801397
1952,JPK,674.5822449879543
1952,ANZ,127.21535776864002
1952,EEU,95.48873005852445
1952,FSU,183.03070787231727
1952,MDE,84.05443670058457
1952,CAM,46.0493838731021
1952,LAM,217.5369052951602
1952,SAS,61.439379463774976
1952,SEA,29.24597807245194
1952,CHI,21.136727164036806
1952,MAF,15.140017804802874
1952,SSA,100.50553014103463
1952,SIS,7.503935796492959
1953,USA,1826.0631706011714
1953,CAN,99.73768622667949
1953,WEU,2115.800734525622
1953,JPK,705.9179986604559
1953,ANZ,131.50144344700325
1953,EEU,99.5144817305692
1953,FSU,191.4372489646404
1953,MDE,88.3585493007492
1953,CAM,49.09459755523448
1953,LAM,230.86865116435203
1953,SAS,63.25042509085059
1953,SEA,31.20191241733022
1953,CHI,22.41099870014919
1953,MAF,16.064113094275594
1953,SSA,103.5480817921185
1953,SIS,7.870553336521477
1954,USA,1891.1645299782633
1954,CAN,105.27099422367644
1954,WEU,2187.9506378851065
1954,JPK,738.7093635138317
1954,ANZ,135.93193409945522
1954,EEU,103.70995685076369
1954,FSU,200.22989976477396
1954,MDE,92.88305937191095
1954,CAM,52.34118909717495
1954,LAM,245.01743287249522
1954,SAS,65.11485482258311
1954,SEA,33.288657198843474
1954,CHI,23.762092344771776
1954,MAF,17.04461202309904
1954,SSA,106.68273902720877
1954,SIS,8.255082599717905
1955,USA,1958.586831511672
1955,CAN,111.11128244598206
1955,WEU,2262.5608904021647
1955,JPK,773.0239557264584
1955,ANZ,140.51169495690974
1955,EEU,108.08231086514593
1955,FSU,209.42639416645954
1955,MDE,97.63925264233353
1955,CAM,55.802475476532926
1955,LAM,260.03332244831586
1955,SAS,67.0342422596524
1955,SEA,35.51496085498373
1955,CHI,25.194639478413904
1955,MAF,18.084957277940106
1955,SSA,109.91229011075517
1955,SIS,8.658398693767543
1956,USA,2028.4128195948247
1956,CAN,117.27558172917998
1956,WEU,2339.7153912602366
1956,JPK,808.9325323893672
1956,ANZ,145.24575516756943
1956,EEU,112.63900088937334
1956,FSU,219.0452805754307
1956,MDE,102.63899274011713
1956,CAM,59.49265431337189
1956,LAM,275.9694605840444
1956,SAS,69.01020738768972
1956,SEA,37.89015690830712
1956,CHI,26.71355069398663
1956,MAF,19.1888016753726
1956,SSA,113.2396077148872
1956,SIS,9.081419481229336
1957,USA,2100.7281885587963
1957,CAN,123.78186775590513
1957,WEU,2419.50090064847
1957,JPK,846.5091374081945
1957,ANZ,150.13931331955723
1957,EEU,117.38779842694582
1957,FSU,229.1059593196848
1957,MDE,107.89475078528254
1957,CAM,63.42686210648145
1957,LAM,292.8822446984109
1957,SAS,71.04441794456467
1957,SEA,40.42420309565597
1957,CHI,28.324032629702792
1957,MAF,20.36002098749341
1957,SSA,116.66765147464398
1957,SIS,9.525107668397913
1958,USA,2175.6216878411515
1958,CAN,130.64911347464283
1958,WEU,2502.0071373235005
1958,JPK,885.8312541825824
1958,ANZ,155.1977431496141
1958,EEU,122.33680262362215
1958,FSU,239.62872177799653
1958,MDE,113.41963649715511
1958,CAM,67.62123632077362
1958,LAM,310.83152852507817
1958,SAS,73.13859082797568
1958,SEA,43.127723114827596
1958,CHI,30.03160581678345
1958,MAF,21.602727550370755
1958,SSA,120.19947062055711
1958,SIS,9.990472996220529
1959,USA,2253.185230904184
1959,CAN,137.89734442665005
1959,WEU,2587.326879498137
1959,JPK,926.9799653778559
1959,ANZ,160.42659944413165
1959,EEU,127.49445408063501
1959,FSU,250.6347913055912
1959,MDE,119.22743089464112
1959,CAM,72.0929815804753
1959,LAM,329.8808339328489
1959,SAS,75.29449354453185
1959,SEA,46.01205116320802
1959,CHI,31.84212360315041
1959,MAF,22.921284703105893
1959,SSA,123.83820669092852
1959,SIS,10.478574538254977
1960,USA,2333.5140080362253
1960,CAN,145.54769714233717
1960,WEU,2675.5560691704063
1960,JPK,970.0401201184292
1960,ANZ,165.83162413899998
1960,EEU,132.86954925026367
1960,FSU,262.1463660395211
1960,MDE,125.33262067096275
1960,CAM,76.86044023963046
1960,LAM,350.09757572727057
1960,SAS,77.51394570154943
1960,SEA,49.089279455093624
1960,CHI,33.761792217972875
1960,MAF,24.320322108206163
1960,SSA,127.58709632621552
1960,SIS,10.990523110898138
1961,USA,2406.057177031765
1961,CAN,152.23567764869273
1961,WEU,2769.7624355561256
1961,JPK,1014.9803396015806
1961,ANZ,170.65223987118347
1961,EEU,137.90380633189838
1961,FSU,272.8340126960687
1961,MDE,131.90822081619388
1961,CAM,82.11908136015367
1961,LAM,371.1194327059469
1961,SAS,79.96129746239569
1961,SEA,52.55180313090007
1961,CHI,36.03123192934869
1961,MAF,25.832223175252864
1961,SSA,131.9251813607903
1961,SIS,11.538796346808404
1962,USA,2480.855533418421
1962,CAN,159.23097379199478
1962,WEU,2867.2858094117546
1962,JPK,1062.0025588755727
1962,ANZ,175.61298771723864
1962,EEU,143.12880496799002
1962,FSU,283.95739223261353
1962,MDE,138.82881109279293
1962,CAM,87.7375084297066
1962,LAM,393.4035619808935
1962,SAS,82.48591958520208
1962,SEA,56.25855671471499
1962,CHI,38.45322149857323
1962,MAF,27.43811332790323
1962,SSA,136.41076549448312
1962,SIS,12.114420741365288
1963,USA,2557.9791853847305
1963,CAN,166.54770686051893
1963,WEU,2968.2429826164152
1963,JPK,1111.2032332576898
1963,ANZ,180.71794122511645
1963,EEU,148.55177211179242
1963,FSU,295.5342693778009
1963,MDE,146.11249147461973
1963,CAM,93.74033729982816
1963,LAM,417.0257575864599
1963,SAS,85.09025173104757
1963,SEA,60.22676701956573
1963,CHI,41.03801520074927
1963,MAF,29.143835506813343
1963,SSA,141.0488638397381
1963,SIS,12.718760734469038
1964,USA,2637.500420609112
1964,CAN,174.2006470219292
1964,WEU,3072.7548592929165
1964,JPK,1162.6832866671214
1964,ANZ,185.971292358115
1964,EEU,154.18020853656407
1964,FSU,307.58313312415055
1964,MDE,153.77831155415777
1964,CAM,100.15386799051525
1964,LAM,442.0663646634881
1964,SAS,87.77681058855478
1964,SEA,64.47487595571933
1964,CHI,43.796556594859446
1964,MAF,30.95559588583057
1964,SSA,145.84466202768712
1964,SIS,13.353248832468761
1965,USA,2719.4937740148075
1965,CAN,182.20524313957054
1965,WEU,3180.9466005999125
1965,JPK,1216.5483186472761
1965,ANZ,191.37735493713538
1965,EEU,160.0218992102575
1965,FSU,320.1232262561269
1965,MDE,161.8463203644386
1965,CAM,107.00619991773749
1965,LAM,468.6105527337266
1965,SAS,90.54819230588457
1965,SEA,69.02262623784732
1965,CHI,46.740524856857725
1965,MAF,32.879986452806726
1965,SSA,150.80352200595067
1965,SIS,14.0193890037253
1966,USA,2804.0360976311536
1966,CAN,190.57765395883288
1966,WEU,3292.9477746221933
1966,JPK,1272.908820979069
1966,ANZ,196.94056818300174
1966,EEU,166.08492406329222
1966,FSU,333.17457608206234
1966,MDE,170.33761881488334
1966,CAM,114.32735500459322
1966,LAM,496.7486053831998
1966,SAS,93.40707499951608
1966,SEA,73.89115313756507
1966,CHI,49.88238422723301
1966,MAF,34.924008994173725
1966,SSA,155.93098803356935
1966,SIS,14.718760243565141
1967,USA,2891.206632626671
1967,CAN,199.33478072654248
1967,WEU,3408.8925115386146
1967,JPK,1331.8804043295133
1967,ANZ,202.6655003617541
1967,EEU,172.37766916430513
1967,FSU,346.75802641901373
1967,MDE,179.2744148782004
1967,CAM,122.14940921549035
1967,LAM,526.5762273398209
1967,SAS,96.35622134223664
1967,SEA,79.10308270775784
1967,CHI,53.235436782396995
1967,MAF,37.095100570548176
1967,SSA,161.2327928797691
1967,SIS,15.453020317075634
1968,USA,2981.0870835814812
1968,CAN,208.4943013092284
1968,WEU,3528.9196642534953
1968,JPK,1393.5840354005347
1968,ANZ,208.55685253590764
1968,EEU,178.90883831933533
1968,FSU,360.89527088163385
1968,MDE,188.68008167267467
1968,CAM,130.5066330896387
1968,LAM,558.1948699896975
1968,SAS,99.39848123284237
1968,SEA,84.68263693518226
1968,CHI,56.81387875332097
1968,MAF,39.4011605760566
1968,SSA,166.71486423349037
1968,SIS,16.22390968861327
1969,USA,3073.761695068671
1969,CAN,218.07470587913852
1969,WEU,3653.172974683844
1969,JPK,1458.146285064466
1969,ANZ,214.6194624247583
1969,EEU,185.68746511048752
1969,FSU,375.6088875282229
1969,MDE,198.5792185917553
1969,CAM,139.4356418895694
1969,LAM,591.7120764392943
1969,SAS,102.53679455012946
1969,SEA,90.655746310031
1969,CHI,60.632860629864815
1969,MAF,41.850579479834934
1969,SSA,172.38333133084737
1969,SIS,17.03325564733943
1970,USA,3169.3173306163803
1970,CAN,228.09533424004343
1970,WEU,3781.8012459015667
1970,JPK,1525.6995879952135
1970,ANZ,220.85830837690523
1970,EEU,192.72292539072484
1970,FSU,390.92237491929114
1970,MDE,208.99771564081885
1970,CAM,148.9755560225224
1970,LAM,627.2418472970978
1970,SAS,105.77419399383723
1970,SEA,97.0501703356176
1970,CHI,64.70855130526915
1970,MAF,44.45226935427682
1970,SSA,178.2445318079276
1970,SIS,17.882976638562607
1971,USA,3258.416275203837
1971,CAN,237.81445955295692
1971,WEU,3901.593837438329
1971,JPK,1595.4059890858148
1971,ANZ,225.6053768941277
1971,EEU,200.04874976030828
1971,FSU,405.41364707279104
1971,MDE,220.45910495135774
1971,CAM,158.79326339869866
1971,LAM,662.8904591379979
1971,SAS,109.02000627538385
1971,SEA,103.73543147038666
1971,CHI,68.7148682782043
1971,MAF,47.21155041130702
1971,SSA,184.59240601011757
1971,SIS,18.71066249366469
1972,USA,3350.0200563533854
1972,CAN,247.94771607623838
1972,WEU,4025.18098719061
1972,JPK,1668.2971471175833
1972,ANZ,230.4544776132302
1972,EEU,207.6530449064492
1972,FSU,420.44210251918935
1972,MDE,232.5490343611267
1972,CAM,169.25797207292445
1972,LAM,700.5651212682073
1972,SAS,112.36542033094779
1972,SEA,110.88120407345606
1972,CHI,72.9692293714893
1972,MAF,50.1421080322176
