rho,eta,year,ssp,discount_factor
0.0,2,2125,SSP3,0.3037129887560852
0.0,2,2125,SSP4,0.14424545725844282
0.0,2,2125,SSP5,0.006278324681666936
0.0,2,2126,SSP1,0.021162698429772985
0.0,2,2126,SSP2,0.03540671173157291
0.0,2,2126,SSP3,0.30107105479609414
0.0,2,2126,SSP4,0.14253281317106178
0.0,2,2126,SSP5,0.006035909475677248
0.0,2,2127,SSP1,0.02058787129836051
0.0,2,2127,SSP2,0.034440599533443576
0.0,2,2127,SSP3,0.29845210245133635
0.0,2,2127,SSP4,0.14084050351795538
0.0,2,2127,SSP5,0.005802854271770064
0.0,2,2128,SSP1,0.02002865778220151
0.0,2,2128,SSP2,0.033500848799955484
0.0,2,2128,SSP3,0.2958559318096844
0.0,2,2128,SSP4,0.13916828686587998
0.0,2,2128,SSP5,0.005578797666713158
0.0,2,2129,SSP1,0.019484633779913225
0.0,2,2129,SSP2,0.03258674022871355
0.0,2,2129,SSP3,0.2932823446980033
0.0,2,2129,SSP4,0.1375159246481586
0.0,2,2129,SSP5,0.00536339221157636
0.0,2,2130,SSP1,0.01895538670967322
0.0,2,2130,SSP2,0.03169757414430255
0.0,2,2130,SSP3,0.2907311446670236
0.0,2,2130,SSP4,0.13588318113064568
0.0,2,2130,SSP5,0.005156303872935746
0.0,2,2131,SSP1,0.01844051519632186
0.0,2,2131,SSP2,0.030832669962742757
0.0,2,2131,SSP3,0.2882021369763458
0.0,2,2131,SSP4,0.13426982337809637
0.0,2,2131,SSP5,0.004957211514881518
0.0,2,2132,SSP1,0.017939628766963825
0.0,2,2132,SSP2,0.02999136567055854
0.0,2,2132,SSP3,0.2856951285795752
0.0,2,2132,SSP4,0.13267562122093457
0.0,2,2132,SSP5,0.004765806401026305
0.0,2,2133,SSP1,0.01745234755483774
0.0,2,2133,SSP2,0.029173017318061125
0.0,2,2133,SSP3,0.2832099281095862
0.0,2,2133,SSP4,0.13110034722241604
0.0,2,2133,SSP5,0.00458179171574166
0.0,2,2134,SSP1,0.016978302011229407
0.0,2,2134,SSP2,0.028376998526457715
0.0,2,2134,SSP3,0.28074634586391456
0.0,2,2134,SSP4,0.1295437766461809
0.0,2,2134,SSP5,0.004404882103880291
0.0,2,2135,SSP1,0.016517132625210124
0.0,2,2135,SSP2,0.027602700008409742
0.0,2,2135,SSP3,0.2783041937902772
0.0,2,2135,SSP4,0.12800568742419186
0.0,2,2135,SSP5,0.00423480322827029
0.0,2,2136,SSP1,0.01606848965098754
0.0,2,2136,SSP2,0.026849529101673174
0.0,2,2136,SSP3,0.27588328547221724
0.0,2,2136,SSP4,0.12648586012505272
0.0,2,2136,SSP5,0.004071291344295159
0.0,2,2137,SSP1,0.0156320328426623
0.0,2,2137,SSP2,0.026116909315464
0.0,2,2137,SSP3,0.2734834361148744
0.0,2,2137,SSP4,0.12498407792270333
0.0,2,2137,SSP5,0.003914092890899897
0.0,2,2138,SSP1,0.015207431196189301
0.0,2,2138,SSP2,0.02540427988920165
0.0,2,2138,SSP3,0.2711044625308793
0.0,2,2138,SSP4,0.12350012656548606
0.0,2,2138,SSP5,0.0037629640973889595
0.0,2,2139,SSP1,0.014794362698347843
0.0,2,2139,SSP2,0.02471109536329259
0.0,2,2139,SSP3,0.26874618312636994
0.0,2,2139,SSP4,0.12203379434557962
0.0,2,2139,SSP5,0.003617670605406295
0.0,2,2140,SSP1,0.014392514082530363
0.0,2,2140,SSP2,0.024036825161625558
0.0,2,2140,SSP3,0.2664084178871304
0.0,2,2140,SSP4,0.12058487206879576
0.0,2,2140,SSP5,0.0034779871055112947
0.0,2,2141,SSP1,0.014001580591164471
0.0,2,2141,SSP2,0.023380953185458943
0.0,2,2141,SSP3,0.2640909883648495
0.0,2,2141,SSP4,0.11915315302473459
0.0,2,2141,SSP5,0.003343696987787064
0.0,2,2142,SSP1,0.013621265744588168
0.0,2,2142,SSP2,0.022742977418389338
0.0,2,2142,SSP3,0.26179371766349985
0.0,2,2142,SSP4,0.11773843295729429
0.0,2,2142,SSP5,0.003214592005939218
0.0,2,2143,SSP1,0.013251281116202919
0.0,2,2143,SSP2,0.022122409542099018
0.0,2,2143,SSP3,0.2595164304258342
0.0,2,2143,SSP4,0.11634051003553089
0.0,2,2143,SSP5,0.0030904719543643037
0.0,2,2144,SSP1,0.0128913461137341
0.0,2,2144,SSP2,0.02151877456258817
0.0,2,2144,SSP3,0.25725895282000055
0.0,2,2144,SSP4,0.11495918482486407
0.0,2,2144,SSP5,0.0029711443576870863
0.0,2,2145,SSP1,0.012541187766432893
0.0,2,2145,SSP2,0.020931610446605808
0.0,2,2145,SSP3,0.25502111252627263
0.0,2,2145,SSP4,0.11359426025862493
0.0,2,2145,SSP5,0.0028564241722852414
0.0,2,2146,SSP1,0.012200540518058281
0.0,2,2146,SSP2,0.02036046776800105
0.0,2,2146,SSP3,0.25280273872389647
0.0,2,2146,SSP4,0.11224554160994131
0.0,2,2146,SSP5,0.002746133499338617
0.0,2,2147,SSP1,0.01186914602548211
0.0,2,2147,SSP2,0.019804909363724147
0.0,2,2147,SSP3,0.25060366207805107
0.0,2,2147,SSP4,0.11091283646395725
0.0,2,2147,SSP5,0.002640101308958077
0.0,2,2148,SSP1,0.011546752962764499
0.0,2,2148,SSP2,0.019264509999213898
0.0,2,2148,SSP3,0.2484237147269226
0.0,2,2148,SSP4,0.1095959546903821
0.0,2,2148,SSP5,0.00253816317496613
0.0,2,2149,SSP1,0.011233116830551011
0.0,2,2149,SSP2,0.01873885604291531
0.0,2,2149,SSP3,0.2462627302688911
0.0,2,2149,SSP4,0.10829470841636553
0.0,2,2149,SSP5,0.0024401610199180595
0.0,2,2150,SSP1,0.010927999770647035
0.0,2,2150,SSP2,0.01822754514967847
0.0,2,2150,SSP3,0.24412054374982847
0.0,2,2150,SSP4,0.10700891199969474
0.0,2,2150,SSP5,0.002345942869968162
0.0,2,2151,SSP1,0.010631170385628734
0.0,2,2151,SSP2,0.01773018595279619
0.0,2,2151,SSP3,0.24199699165050706
0.0,2,2151,SSP4,0.10573838200230982
0.0,2,2151,SSP5,0.0022553626192009495
0.0,2,2152,SSP1,0.010342403563353803
0.0,2,2152,SSP2,0.0172463977644448
0.0,2,2152,SSP3,0.23989191187411785
0.0,2,2152,SSP4,0.1044829371641335
0.0,2,2152,SSP5,0.0021682798030618717
0.0,2,2153,SSP1,0.010061480306238872
0.0,2,2153,SSP2,0.016775810284298694
0.0,2,2153,SSP3,0.23780514373389713
0.0,2,2153,SSP4,0.10324239837721177
0.0,2,2153,SSP5,0.002084559380536198
0.0,2,2154,SSP1,0.009788187565174166
0.0,2,2154,SSP2,0.016318063316095713
0.0,2,2154,SSP3,0.23573652794086064
0.0,2,2154,SSP4,0.10201658866016142
0.0,2,2154,SSP5,0.0020040715247382963
0.0,2,2155,SSP1,0.009522318077949388
0.0,2,2155,SSP2,0.015872806491936335
0.0,2,2155,SSP3,0.23368590659164493
0.0,2,2155,SSP4,0.10080533313292099
0.0,2,2155,SSP5,0.0019266914215865566
0.0,2,2156,SSP1,0.009263670212068349
0.0,2,2156,SSP2,0.01543969900410567
0.0,2,2156,SSP3,0.23165312315645376
0.0,2,2156,SSP4,0.0996084589918016
0.0,2,2156,SSP5,0.001852299076251772
0.0,2,2157,SSP1,0.009012047811833087
0.0,2,2157,SSP2,0.015018409344213016
0.0,2,2157,SSP3,0.22963802246711004
0.0,2,2157,SSP4,0.09842579548483377
0.0,2,2157,SSP5,0.0017807791270788246
0.0,2,2158,SSP1,0.008767260049581557
0.0,2,2158,SSP2,0.014608615049449256
0.0,2,2158,SSP3,0.22764045070521122
0.0,2,2158,SSP4,0.09725717388740727
0.0,2,2158,SSP5,0.0017120206666931261
0.0,2,2159,SSP1,0.008529121280966017
0.0,2,2159,SSP2,0.01421000245576795
0.0,2,2159,SSP3,0.22566025539038798
0.0,2,2159,SSP4,0.09610242747819993
0.0,2,2159,SSP5,0.0016459170700143981
0.0,2,2160,SSP1,0.0082974509041624
0.0,2,2160,SSP2,0.013822266457801125
0.0,2,2160,SSP3,0.22369728536866484
0.0,2,2160,SSP4,0.09496139151539236
0.0,2,2160,SSP5,0.0015823658289110874
0.0,2,2161,SSP1,0.008072073222903882
0.0,2,2161,SSP2,0.01344511027532605
0.0,2,2161,SSP3,0.2217513908009224
0.0,2,2161,SSP4,0.09383390321316512
0.0,2,2161,SSP5,0.0015212683932390163
0.0,2,2162,SSP1,0.007852817313234754
0.0,2,2162,SSP2,0.013078245226104224
0.0,2,2162,SSP3,0.2198224231514594
0.0,2,2162,SSP4,0.09271980171847484
0.0,2,2162,SSP5,0.0014625300180177586
0.0,2,2163,SSP1,0.0076395168938835824
0.0,2,2163,SSP2,0.012721390504918722
0.0,2,2163,SSP3,0.21791023517665478
0.0,2,2163,SSP4,0.09161892808810618
0.0,2,2163,SSP5,0.0014060596165077586
0.0,2,2164,SSP1,0.007432010200157315
0.0,2,2164,SSP2,0.012374272968640732
0.0,2,2164,SSP3,0.21601468091372794
0.0,2,2164,SSP4,0.09053112526599616
0.0,2,2164,SSP5,0.001351769618960354
0.0,2,2165,SSP1,0.007230139861260721
0.0,2,2165,SSP2,0.012036626927160825
0.0,2,2165,SSP3,0.21413561566959727
0.0,2,2165,SSP4,0.08945623806082778
0.0,2,2165,SSP5,0.0012995758368216654
0.0,2,2166,SSP1,0.007033752780948105
0.0,2,2166,SSP2,0.011708193940024876
0.0,2,2166,SSP3,0.21227289600983504
0.0,2,2166,SSP4,0.0883941131238897
0.0,2,2166,SSP5,0.0012493973321797713
0.0,2,2167,SSP1,0.006842700021416799
0.0,2,2167,SSP2,0.01138872261861902
0.0,2,2167,SSP3,0.21042637974771883
0.0,2,2167,SSP4,0.08734459892719869
0.0,2,2167,SSP5,0.0012011562922527139
0.0,2,2168,SSP1,0.006656836690354376
0.0,2,2168,SSP2,0.011077968433752205
0.0,2,2168,SSP3,0.20859592593337783
0.0,2,2168,SSP4,0.08630754574188196
0.0,2,2168,SSP5,0.001154777908722708
0.0,2,2169,SSP1,0.006476021831053904
0.0,2,2169,SSP2,0.01077569352848909
0.0,2,2169,SSP3,0.20678139484303398
0.0,2,2169,SSP4,0.08528280561681606
0.0,2,2169,SSP5,0.0011101902617294294
0.0,2,2170,SSP1,0.006300118315513933
0.0,2,2170,SSP2,0.010481666536089982
0.0,2,2170,SSP3,0.2049826479683362
0.0,2,2170,SSP4,0.08427023235751947
0.0,2,2170,SSP5,0.0010673242083424884
0.0,2,2171,SSP1,0.0061289927404421275
0.0,2,2171,SSP2,0.010195662402918516
0.0,2,2171,SSP3,0.2031995480057878
0.0,2,2171,SSP4,0.08326968150529576
0.0,2,2171,SSP5,0.0010261132753401469
0.0,2,2172,SSP1,0.005962515326083677
0.0,2,2172,SSP2,0.009917462216181476
0.0,2,2172,SSP3,0.20143195884626564
0.0,2,2172,SSP4,0.08228101031662441
0.0,2,2172,SSP5,0.0009864935561280002
0.0,2,2173,SSP1,0.005800559817797753
0.0,2,2173,SSP2,0.009646853036368946
0.0,2,2173,SSP3,0.19967974556463064
0.0,2,2173,SSP4,0.08130407774279627
0.0,2,2173,SSP5,0.0009484036116377808
0.0,2,2174,SSP1,0.00564300339030738
0.0,2,2174,SSP2,0.009383627734266516
0.0,2,2174,SSP3,0.19794277440942842
0.0,2,2174,SSP4,0.08033874440979095
0.0,2,2174,SSP5,0.000911784375052601
0.0,2,2175,SSP1,0.005489726554550094
0.0,2,2175,SSP2,0.009127584832414787
0.0,2,2175,SSP3,0.19622091279267975
0.0,2,2175,SSP4,0.07938487259839294
0.0,2,2175,SSP5,0.0008765790602108925
0.0,2,2176,SSP1,0.0053406130670587545
0.0,2,2176,SSP2,0.008878528350894853
0.0,2,2176,SSP3,0.19451402927975972
0.0,2,2176,SSP4,0.07844232622454393
0.0,2,2176,SSP5,0.0008427330735470026
0.0,2,2177,SSP1,0.005195549841803775
0.0,2,2177,SSP2,0.00863626765732167
0.0,2,2177,SSP3,0.19282199357936494
0.0,2,2177,SSP4,0.07751097081992847
0.0,2,2177,SSP5,0.0008101939294318918
0.0,2,2178,SSP1,0.005054426864429918
0.0,2,2178,SSP2,0.00840061732093056
0.0,2,2178,SSP3,0.19114467653356806
0.0,2,2178,SSP4,0.0765906735127899
0.0,2,2178,SSP5,0.000778911168782648
0.0,2,2179,SSP1,0.004917137108822623
0.0,2,2179,SSP2,0.0081713969706451
0.0,2,2179,SSP3,0.18948195010795868
0.0,2,2179,SSP4,0.07568130300897437
0.0,2,2179,SSP5,0.000748836280814608
0.0,2,2180,SSP1,0.004783576455940576
0.0,2,2180,SSP2,0.007948431157017804
0.0,2,2180,SSP3,0.1878336873818703
0.0,2,2180,SSP4,0.07478272957319966
0.0,2,2180,SSP5,0.0007199226278147402
0.0,2,2181,SSP1,0.004653643614852972
0.0,2,2181,SSP2,0.0077315492179379185
0.0,2,2181,SSP3,0.18619976253869197
0.0,2,2181,SSP4,0.07389482501054653
0.0,2,2181,SSP5,0.0006921253728196368
0.0,2,2182,SSP1,0.004527240045921588
0.0,2,2182,SSP2,0.007520585148003507
0.0,2,2182,SSP3,0.18458005085626436
0.0,2,2182,SSP4,0.07301746264816987
0.0,2,2182,SSP5,0.0006654014100859648
0.0,2,2183,SSP1,0.004404269886069401
0.0,2,2183,SSP2,0.007315377471457892
0.0,2,2183,SSP3,0.18297442869735933
0.0,2,2183,SSP4,0.0721505173172268
0.0,2,2183,SSP5,0.000639709298245551
0.0,2,2184,SSP1,0.004284639876079092
0.0,2,2184,SSP2,0.007115769118593152
0.0,2,2184,SSP3,0.18138277350024248
0.0,2,2184,SSP4,0.07129386533501958
0.0,2,2184,SSP5,0.0006150091960414484
0.0,2,2185,SSP1,0.004168259289866274
0.0,2,2185,SSP2,0.0069216073055260955
0.0,2,2185,SSP3,0.1798049637693175
0.0,2,2185,SSP4,0.07044738448735034
0.0,2,2185,SSP5,0.0005912628005453245
0.0,2,2186,SSP1,0.00405503986567383
0.0,2,2186,SSP2,0.006732743417254686
0.0,2,2186,SSP3,0.1782408790658522
0.0,2,2186,SSP4,0.0696109540110855
0.0,2,2186,SSP5,0.0005684332877603663
0.0,2,2187,SSP1,0.003944895739135165
0.0,2,2187,SSP2,0.0065490328939053965
0.0,2,2187,SSP3,0.176690399998785
0.0,2,2187,SSP4,0.06878445457692697
0.0,2,2187,SSP5,0.0005464852555175933
0.0,2,2188,SSP1,0.0038377433781556156
0.0,2,2188,SSP2,0.006370335120084446
0.0,2,2188,SSP3,0.1751534082156114
0.0,2,2188,SSP4,0.0679677682723882
0.0,2,2188,SSP5,0.0005253846685770257
0.0,2,2189,SSP1,0.0037335015195626283
0.0,2,2189,SSP2,0.0061965133172482015
0.0,2,2189,SSP3,0.17362978639335
0.0,2,2189,SSP4,0.06716077858497203
0.0,2,2189,SSP5,0.0005050988058485777
0.0,2,2190,SSP1,0.0036320911074766626
0.0,2,2190,SSP2,0.006027434439010378
0.0,2,2190,SSP3,0.1721194182295867
0.0,2,2190,SSP4,0.06636337038554863
0.0,2,2190,SSP5,0.0004855962096508261
0.0,2,2191,SSP1,0.003533435233356078
0.0,2,2191,SSP2,0.005862969069305909
0.0,2,2191,SSP3,0.17062218843359714
0.0,2,2191,SSP4,0.06557542991193044
0.0,2,2191,SSP5,0.0004668466369289736
0.0,2,2192,SSP1,0.0034374590776705466
0.0,2,2192,SSP2,0.005702991323333514
0.0,2,2192,SSP3,0.16913798271754615
0.0,2,2192,SSP4,0.06479684475264241
0.0,2,2192,SSP5,0.00044882101235635565
0.0,2,2193,SSP1,0.0033440898531587396
0.0,2,2193,SSP2,0.005547378751201178
0.0,2,2193,SSP3,0.1676666877877638
0.0,2,2193,SSP4,0.06402750383088479
0.0,2,2193,SSP5,0.0004314913832467668
0.0,2,2194,SSP1,0.0032532567496272712
0.0,2,2194,SSP2,0.005396012244200761
0.0,2,2194,SSP3,0.16620819133609752
0.0,2,2194,SSP4,0.06326729738868632
0.0,2,2194,SSP5,0.0004148308762076871
0.0,2,2195,SSP1,0.003164890880249026
0.0,2,2195,SSP2,0.005248775943640015
0.0,2,2195,SSP3,0.1647623820313391
0.0,2,2195,SSP4,0.06251611697124568
0.0,2,2195,SSP5,0.0003988136554671903
0.0,2,2196,SSP1,0.0030789252293201446
0.0,2,2196,SSP2,0.005105557152162225
0.0,2,2196,SSP3,0.1633291495107267
0.0,2,2196,SSP4,0.061773855411458786
0.0,2,2196,SSP5,0.00038341488280991035
0.0,2,2197,SSP1,0.0029952946014360523
0.0,2,2197,SSP2,0.004966246247485587
0.0,2,2197,SSP3,0.16190838437152025
0.0,2,2197,SSP4,0.06104040681462976
0.0,2,2197,SSP5,0.0003686106790599382
0.0,2,2198,SSP1,0.002913935572047982
0.0,2,2198,SSP2,0.0048307365984963145
0.0,2,2198,SSP3,0.16049997816265066
0.0,2,2198,SSP4,0.06031566654336349
0.0,2,2198,SSP5,0.00035437808705092027
0.0,2,2199,SSP1,0.002834786439362492
0.0,2,2199,SSP2,0.004698924483631229
0.0,2,2199,SSP3,0.15910382337644138
0.0,2,2199,SSP4,0.059599531202637585
0.0,2,2199,SSP5,0.0003406950360259339
0.0,2,2200,SSP1,0.002757787177547504
0.0,2,2200,SSP2,0.004570709011487383
0.0,2,2200,SSP3,0.157719813440402
0.0,2,2200,SSP4,0.05889189862505147
0.0,2,2200,SSP5,0.0003275403074119365
0.0,2,2201,SSP1,0.0026828793912093726
0.0,2,2201,SSP2,0.004445992043597933
0.0,2,2201,SSP3,0.15634784270909324
0.0,2,2201,SSP4,0.058192667856250706
0.0,2,2201,SSP5,0.00031489350191571153
0.0,2,2202,SSP1,0.0026100062711064613
0.0,2,2202,SSP2,0.004324678119315163
0.0,2,2202,SSP3,0.15498780645606283
0.0,2,2202,SSP4,0.057501739140524345
0.0,2,2202,SSP5,0.0003027350078902889
0.0,2,2203,SSP1,0.0025391125510656376
0.0,2,2203,SSP2,0.00420667438274316
0.0,2,2203,SSP3,0.15363960086585135
0.0,2,2203,SSP4,0.0568190139065733
0.0,2,2203,SSP5,0.0002910459709227823
0.0,2,2204,SSP1,0.002470144466069015
0.0,2,2204,SSP2,0.004091890511664213
0.0,2,2204,SSP3,0.15230312302606772
0.0,2,2204,SSP4,0.05614439475344763
0.0,2,2204,SSP5,0.0002798082645964854
0.0,2,2205,SSP1,0.0024030497114791542
0.0,2,2205,SSP2,0.003980238648404534
0.0,2,2205,SSP3,0.1509782709195336
0.0,2,2205,SSP4,0.05547778543665092
0.0,2,2205,SSP5,0.000269004462381885
0.0,2,2206,SSP1,0.002337777403371801
0.0,2,2206,SSP2,0.003871633332586391
0.0,2,2206,SSP3,0.14966494341649622
0.0,2,2206,SSP4,0.05481909085440948
0.0,2,2206,SSP5,0.00025861781061300326
0.0,2,2207,SSP1,0.002274278039946079
0.0,2,2207,SSP2,0.0037659914357151716
0.0,2,2207,SSP3,0.14836304026690872
0.0,2,2207,SSP4,0.05416821703410473
0.0,2,2207,SSP5,0.0002486322025071626
0.0,2,2208,SSP1,0.002212503463982865
0.0,2,2208,SSP2,0.003663232097551312
0.0,2,2208,SSP3,0.14707246209277783
0.0,2,2208,SSP4,0.053525071118866535
0.0,2,2208,SSP5,0.00023903215318788452
0.0,2,2209,SSP1,0.0021524068263228877
0.0,2,2209,SSP2,0.0035632766642183906
0.0,2,2209,SSP3,0.14579311038057804
0.0,2,2209,SSP4,0.05288956135432584
0.0,2,2209,SSP5,0.00022980277567219117
0.0,2,2210,SSP1,0.0020939425503368365
0.0,2,2210,SSP2,0.0034660486280000146
0.0,2,2210,SSP3,0.1445248874737319
0.0,2,2210,SSP4,0.05226159707552453
0.0,2,2210,SSP5,0.00022092975778507145
0.0,2,2211,SSP1,0.002037066297360549
0.0,2,2211,SSP2,0.0033714735687794145
0.0,2,2211,SSP3,0.14326769656515542
0.0,2,2211,SSP4,0.05164108869398069
0.0,2,2211,SSP5,0.00021239933996531322
0.0,2,2212,SSP1,0.001981734933069055
0.0,2,2212,SSP2,0.0032794790970769243
0.0,2,2212,SSP3,0.14202144168986866
0.0,2,2212,SSP4,0.05102794768490749
0.0,2,2212,SSP5,0.00020419829392828438
0.0,2,2213,SSP1,0.0019279064947639781
0.0,2,2213,SSP2,0.003189994798641753
0.0,2,2213,SSP3,0.14078602771767043
0.0,2,2213,SSP4,0.0504220865745838
0.0,2,2213,SSP5,0.00019631390215257507
0.0,2,2214,SSP1,0.0018755401595494877
0.0,2,2214,SSP2,0.0031029521805556255
0.0,2,2214,SSP3,0.1395613603458766
0.0,2,2214,SSP4,0.0498234189278748
0.0,2,2214,SSP5,0.00018873393815868993
0.0,2,2215,SSP1,0.0018245962133726628
0.0,2,2215,SSP2,0.003018284618807055
0.0,2,2215,SSP3,0.13834734609212193
0.0,2,2215,SSP4,0.049231859335900616
0.0,2,2215,SSP5,0.00018144664754920906
0.0,2,2216,SSP1,0.0017750360209047914
0.0,2,2216,SSP2,0.002935927307296103
0.0,2,2216,SSP3,0.13714389228722407
0.0,2,2216,SSP4,0.04864732340385156
0.0,2,2216,SSP5,0.00017444072978101534
0.0,2,2217,SSP1,0.0017268219962407606
0.0,2,2217,SSP2,0.0028558172082306073
0.0,2,2217,SSP3,0.13595090706810997
0.0,2,2217,SSP4,0.04806972773894792
0.0,2,2217,SSP5,0.0001677053206413229
0.0,2,2218,SSP1,0.0016799175743943218
0.0,2,2218,SSP2,0.0027778930038759022
0.0,2,2218,SSP3,0.13476829937080373
0.0,2,2218,SSP4,0.04749898993854272
0.0,2,2218,SSP5,0.0001612299754003312
0.0,2,2219,SSP1,0.0016342871835676046
0.0,2,2219,SSP2,0.002702095049621103
0.0,2,2219,SSP3,0.13359597892347538
0.0,2,2219,SSP4,0.04693502857836577
0.0,2,2219,SSP5,0.00015500465261437962
0.0,2,2220,SSP1,0.0015898962181738583
0.0,2,2220,SSP2,0.0026283653283260314
0.0,2,2220,SSP3,0.13243385623955012
0.0,2,2220,SSP4,0.04637776320090728
0.0,2,2220,SSP5,0.0001490196985544857
0.0,2,2221,SSP1,0.001546711012592954
0.0,2,2221,SSP2,0.0025566474059138342
0.0,2,2221,SSP3,0.13128184261087772
0.0,2,2221,SSP4,0.045827114303939376
0.0,2,2221,SSP5,0.00014326583223612014
0.0,2,2222,SSP1,0.0015046988156397494
0.0,2,2222,SSP2,0.0024868863881753103
0.0,2,2222,SSP3,0.13013985010096096
0.0,2,2222,SSP4,0.04528300332917393
0.0,2,2222,SSP5,0.00013773413102700365
0.0,2,2223,SSP1,0.0014638277657259492
0.0,2,2223,SSP2,0.0024190288787518787
0.0,2,2223,SSP3,0.12900779153824338
0.0,2,2223,SSP4,0.04474535265105507
0.0,2,2223,SSP5,0.00013241601681060784
0.0,2,2224,SSP1,0.001424066866696628
0.0,2,2224,SSP2,0.0023530229382650275
0.0,2,2224,SSP3,0.1278855805094551
0.0,2,2224,SSP4,0.0442140855656847
0.0,2,2224,SSP5,0.0001273032426839033
0.0,2,2225,SSP1,0.0013853859643230852
0.0,2,2225,SSP2,0.0022888180445609667
0.0,2,2225,SSP3,0.12677313135301665
0.0,2,2225,SSP4,0.043689126279879545
0.0,2,2225,SSP5,0.00012238788016872673
0.0,2,2226,SSP1,0.0013477557234342114
0.0,2,2226,SSP2,0.002226365054040047
0.0,2,2226,SSP3,0.12567035915250033
0.0,2,2226,SSP4,0.043170399900358154
0.0,2,2226,SSP5,0.00011766230691693596
0.0,2,2227,SSP1,0.0013111476056690164
0.0,2,2227,SSP2,0.0021656161640413486
0.0,2,2227,SSP3,0.12457717973014801
0.0,2,2227,SSP4,0.042657832423056215
0.0,2,2227,SSP5,0.00011311919489028658
0.0,2,2228,SSP1,0.00127553384783345
0.0,2,2228,SSP2,0.0021065248762536523
0.0,2,2228,SSP3,0.12349350964044593
0.0,2,2228,SSP4,0.04215135072256882
0.0,2,2228,SSP5,0.00010875149899670057
0.0,2,2229,SSP1,0.0012408874408451004
0.0,2,2229,SSP2,0.00204904596112478
0.0,2,2229,SSP3,0.12241926616375486
0.0,2,2229,SSP4,0.04165088254171797
0.0,2,2229,SSP5,0.00010455244616530529
0.0,2,2230,SSP1,0.001207182109249804
0.0,2,2230,SSP2,0.0019931354232420703
0.0,2,2230,SSP3,0.12135436729999585
0.0,2,2230,SSP4,0.04115635648124406
0.0,2,2230,SSP5,0.00010051552484330083
0.0,2,2231,SSP1,0.0011743922912946288
0.0,2,2231,SSP2,0.0019387504676574847
0.0,2,2231,SSP3,0.12029873176239105
0.0,2,2231,SSP4,0.04066770198961968
0.0,2,2231,SSP5,9.663447489836858e-05
0.0,2,2232,SSP1,0.0011424931195421228
0.0,2,2232,SSP2,0.0018858494671315704
0.0,2,2232,SSP3,0.11925227897125883
0.0,2,2232,SSP4,0.04018484935298443
0.0,2,2232,SSP5,9.290327791096245e-05
0.0,2,2233,SSP1,0.0011114604020111224
0.0,2,2233,SSP2,0.001834391930271212
0.0,2,2233,SSP3,0.11821492904786282
0.0,2,2233,SSP4,0.039707729685199124
0.0,2,2233,SSP5,8.931614784142875e-05
0.0,2,2234,SSP1,0.00108127060382982
0.0,2,2234,SSP2,0.0017843384705367772
0.0,2,2234,SSP3,0.11718660280831464
0.0,2,2234,SSP4,0.039236274918018225
0.0,2,2234,SSP5,8.58675220574821e-05
0.0,2,2235,SSP1,0.0010519008293871758
0.0,2,2235,SSP2,0.0017356507760949407
0.0,2,2235,SSP3,0.11616722175752953
0.0,2,2235,SSP4,0.03877041779137885
0.0,2,2235,SSP5,8.255205270812347e-05
0.0,2,2236,SSP1,0.0010233288049691384
0.0,2,2236,SSP2,0.0016882915804941052
0.0,2,2236,SSP3,0.11515670808323451
0.0,2,2236,SSP4,0.03831009184380513
0.0,2,2236,SSP5,7.936459843062377e-05
0.0,2,2237,SSP1,0.0009955328618665047
0.0,2,2237,SSP2,0.0016422246341399787
0.0,2,2237,SSP3,0.11415498465002892
0.0,2,2237,SSP4,0.03785523140292647
0.0,2,2237,SSP5,7.630021637771276e-05
0.0,2,2238,SSP1,0.0009684919199416087
0.0,2,2238,SSP2,0.0015974146765494713
0.0,2,2238,SSP3,0.11316197499349631
0.0,2,2238,SSP4,0.03740577157610847
0.0,2,2238,SSP5,7.335415455260975e-05
0.0,2,2239,SSP1,0.000942185471641378
0.0,2,2239,SSP2,0.0015538274093616776
0.0,2,2239,SSP3,0.11217760331436775
0.0,2,2239,SSP4,0.036961648241194925
0.0,2,2239,SSP5,7.052184444000995e-05
0.0,2,2240,SSP1,0.0009165935664446298
0.0,2,2240,SSP2,0.0015114294700852837
0.0,2,2240,SSP3,0.11120179447273587
0.0,2,2240,SSP4,0.03652279803735992
0.0,2,2240,SSP5,6.779889392159894e-05
0.0,2,2241,SSP1,0.0008916967957318152
0.0,2,2241,SSP2,0.0014701884065623067
0.0,2,2241,SSP3,0.11023447398231914
0.0,2,2241,SSP4,0.036089158356068435
0.0,2,2241,SSP5,6.518108046510952e-05
0.0,2,2242,SSP1,0.0008674762780657362
0.0,2,2242,SSP2,0.0014300726521286186
0.0,2,2242,SSP3,0.10927556800477622
0.0,2,2242,SSP4,0.03566066733214427
0.0,2,2242,SSP5,6.266434457635892e-05
0.0,2,2243,SSP1,0.0008439136448720708
0.0,2,2243,SSP2,0.0013910515014522455
0.0,2,2243,SSP3,0.10832500334406958
0.0,2,2243,SSP4,0.035237263834944126
0.0,2,2243,SSP5,6.0244783504112265e-05
0.0,2,2244,SSP1,0.0008209910265088481
0.0,2,2244,SSP2,0.0013530950870309444
0.0,2,2244,SSP3,0.10738270744087829
0.0,2,2244,SSP4,0.03481888745963632
0.0,2,2244,SSP5,5.79186451880104e-05
0.0,2,2245,SSP1,0.0007986910387143083
0.0,2,2245,SSP2,0.0013161743563310708
