time,regions,cooling
2097,SAS,-97.58490479747216
2097,SEA,-255.5948209934592
2097,CHI,-1155.0520520615237
2097,MAF,-201.65906449083587
2097,SSA,-157.77372079643186
2097,SIS,-4.343265641601742
2098,USA,-254.62509504794414
2098,CAN,-18.22063886851742
2098,WEU,-498.79919732543175
2098,JPK,-30.967150693726143
2098,ANZ,-1.82143108562008
2098,EEU,-17.440368150306266
2098,FSU,-101.49480965941625
2098,MDE,-81.3952335769197
2098,CAM,-34.01204068587258
2098,LAM,-128.05829511313578
2098,SAS,-100.63103431519336
2098,SEA,-263.53847878331874
2098,CHI,-1189.83345174416
2098,MAF,-207.93526035474216
2098,SSA,-162.77557730697575
2098,SIS,-4.4777111370805045
2099,USA,-260.58678218738686
2099,CAN,-18.648879987294556
2099,WEU,-510.4403288727736
2099,JPK,-31.701809365947046
2099,ANZ,-1.864601342779124
2099,EEU,-17.86415467923016
2099,FSU,-103.87092759081321
2099,MDE,-83.92660674325057
2099,CAM,-35.0441777393804
2099,LAM,-131.9396631615797
2099,SAS,-103.73119993409078
2099,SEA,-271.62159195998737
2099,CHI,-1225.07296594469
2099,MAF,-214.29905533539454
2099,SSA,-167.8529734667157
2099,SIS,-4.614511606408853
2100,USA,-266.61256663008675
2100,CAN,-19.0817900036819
2100,WEU,-522.204010844156
2100,JPK,-32.443117368266066
2100,ANZ,-1.9081602981993062
2100,EEU,-18.28988810393326
2100,FSU,-106.2526846507081
2100,MDE,-86.50192512488279
2100,CAM,-36.09311430279831
2100,LAM,-135.88467863260652
2100,SAS,-106.88380088080838
2100,SEA,-279.83992938196695
2100,CHI,-1260.7406004318748
2100,MAF,-220.74503335498352
2100,SSA,-173.00191497145337
2100,SIS,-4.753595986291902
2101,USA,-272.680427523942
2101,CAN,-19.517794171387994
2101,WEU,-534.0512203563695
2101,JPK,-33.188290307958525
2101,ANZ,-1.951944127192173
2101,EEU,-18.715278067158536
2101,FSU,-108.62665379826527
2101,MDE,-89.1093400373057
2101,CAM,-37.15387960062932
2101,LAM,-139.87469050438816
2101,SAS,-110.07414247899028
2101,SEA,-288.15498595237483
2101,CHI,-1296.6652183496462
2101,MAF,-227.2405160506854
2101,SSA,-178.19702225986512
2101,SIS,-4.894312484689095
2102,USA,-278.8061834935245
2102,CAN,-19.958025853803502
2102,WEU,-546.0087683761786
2102,JPK,-33.94084288921702
2102,ANZ,-1.9961594876471995
2102,EEU,-19.14478957034033
2102,FSU,-111.01863125016473
2102,MDE,-91.74968232396776
2102,CAM,-38.22870305785336
2102,LAM,-143.91815807307805
2102,SAS,-113.30320771979711
2102,SEA,-296.5693183598106
2102,CHI,-1333.019995325601
2102,MAF,-233.80871854055403
2102,SSA,-183.45670323593404
2102,SIS,-5.0369575035548495
2103,USA,-284.98831451401935
2103,CAN,-20.40237725541535
2103,WEU,-558.0735511679716
2103,JPK,-34.700595369855264
2103,ANZ,-2.0407956683431814
2103,EEU,-19.57830559110442
2103,FSU,-113.42777766167004
2103,MDE,-94.42150256204965
2103,CAM,-39.31711550479992
2103,LAM,-148.01338292568303
2103,SAS,-116.56916356232259
2103,SEA,-305.07811411973523
2103,CHI,-1369.7877791798533
2103,MAF,-240.44564114200224
2103,SSA,-188.77804262609845
2103,SIS,-5.181472187981068
2104,USA,-291.2252070073431
2104,CAN,-20.85073402145563
2104,WEU,-570.2422820603166
2104,JPK,-35.46735590002951
2104,ANZ,-2.0858413136256337
2104,EEU,-20.01570179120876
2104,FSU,-115.85321263709432
2104,MDE,-97.12326080937257
2104,CAM,-40.418615421286255
2104,LAM,-152.15854752803224
2104,SAS,-119.870066891377
2104,SEA,-313.6762773096927
2104,CHI,-1406.9503659895697
2104,MAF,-247.14706317546344
2104,SSA,-194.1579451551554
2104,SIS,-5.327793333245379
2105,USA,-297.51513591459155
2105,CAN,-21.302973754820115
2105,WEU,-582.5114545264989
2105,JPK,-36.240918742623336
2105,ANZ,-2.1312842518285198
2105,EEU,-20.456845539452733
2105,FSU,-118.29400935295794
2105,MDE,-99.85332195711818
2105,CAM,-41.532666861042
2105,LAM,-156.35170740383754
2105,SAS,-123.20385907486173
2105,SEA,-322.35841441367234
2105,CHI,-1444.4884352733916
2105,MAF,-253.90853380420728
2105,SSA,-199.5931280412865
2105,SIS,-5.475853187698776
2106,USA,-303.85628205786804
2106,CAN,-21.75896725491682
2106,WEU,-594.877376400515
2106,JPK,-37.021066368263845
2106,ANZ,-2.1771116186252852
2106,EEU,-20.90159710702481
2106,FSU,-120.74920186756114
2106,MDE,-102.60996183194705
2106,CAM,-42.65870178970399
2106,LAM,-160.59079983771207
2106,SAS,-126.56837368122257
2106,SEA,-331.1188547232711
2106,CHI,-1482.3816365221023
2106,MAF,-260.72538894678763
2106,SSA,-205.08013336416204
2106,SIS,-5.625579753263917
2107,USA,-310.2466112889425
2107,CAN,-22.21856985899695
2107,WEU,-607.3359335117656
2107,JPK,-37.80755470968825
2107,ANZ,-2.2233089900520984
2107,EEU,-21.34980135590764
2107,FSU,-123.21773752472876
2107,MDE,-105.39132674934208
2107,CAM,-43.79610304856101
2107,LAM,-164.87357963272308
2107,SAS,-129.96128678416466
2107,SEA,-339.95152053179095
2107,CHI,-1520.608002465704
2107,MAF,-267.5926499271797
2107,SSA,-210.61524739065402
2107,SIS,-5.776894530501469
2108,USA,-316.6840604125899
2108,CAN,-22.681634751368797
2108,WEU,-619.8829537821006
2108,JPK,-38.600135772871866
2108,ANZ,-2.269861712711633
2108,EEU,-21.80130052222636
2108,FSU,-125.69855129908929
2108,MDE,-108.19549662086841
2108,CAM,-44.9442303411604
2108,LAM,-169.1977168661025
2108,SAS,-133.38019500870524
2108,SEA,-348.85013149937487
2108,CHI,-1559.1448562073263
2108,MAF,-274.50518542253894
2108,SSA,-216.1946269420571
2108,SIS,-5.929715934126081
2109,USA,-323.1663395390284
2109,CAN,-23.147998804840597
2109,WEU,-632.5138204812682
2109,JPK,-39.39853352701271
2109,ANZ,-2.3167534862050068
2109,EEU,-22.255920618536493
2109,FSU,-128.19048770580397
2109,MDE,-111.02041871959685
2109,CAM,-46.102392421398626
2109,LAM,-173.56069208140707
2109,SAS,-136.82253403586887
2109,SEA,-357.80799164732224
2109,CHI,-1597.9678497977018
2109,MAF,-281.45754464045535
2109,SSA,-221.8141671778874
2109,SIS,-6.083955615376013
2110,USA,-329.6912201101168
2110,CAN,-23.617503204263635
2110,WEU,-645.2240366458127
2110,JPK,-40.20247901390586
2110,ANZ,-2.3639684274749024
2110,EEU,-22.71349128842744
2110,FSU,-130.69241584166755
2110,MDE,-113.86400725464556
2110,CAM,-47.26988815810604
2110,LAM,-177.95995058558412
2110,SAS,-140.28570158869076
2110,SEA,-366.8183112163027
2110,CHI,-1637.0523966756853
2110,MAF,-288.44421157128096
2110,SSA,-227.46970068040676
2110,SIS,-6.23952387222726
2111,USA,-336.2562345887661
2111,CAN,-24.089971933462753
2111,WEU,-658.0086374511208
2111,JPK,-41.01167372217247
2111,ANZ,-2.4114889172609164
2111,EEU,-23.173825137932532
2111,FSU,-133.20311060875562
2111,MDE,-116.72404198624898
2111,CAM,-48.44596408188165
2111,LAM,-182.39274249224687
2111,SAS,-143.76693263094083
2111,SEA,-375.87388040446973
2111,CHI,-1676.3722032601286
2111,MAF,-295.45934907084535
2111,SSA,-233.1567949858155
2111,SIS,-6.3963240391925655
2112,USA,-342.85894099260116
2112,CAN,-24.565230720083278
2112,WEU,-670.8627083192023
2112,JPK,-41.8258218227068
2112,ANZ,-2.459297495784819
2112,EEU,-23.636735975169117
2112,FSU,-135.72135824843375
2112,MDE,-119.60424111638729
2112,CAM,-49.629852504778924
2112,LAM,-186.85626600317423
2112,SAS,-147.2707773148597
2112,SEA,-384.98661800255115
2112,CHI,-1715.900594731382
2112,MAF,-302.4970352858838
2112,SSA,-238.87093789743895
2112,SIS,-6.554257508012899
2113,USA,-349.4967056253894
2113,CAN,-25.043091387217736
2113,WEU,-683.780960521428
2113,JPK,-42.64460374850137
2113,ANZ,-2.50737529696277
2113,EEU,-24.10202391852768
2113,FSU,-138.24587105316817
2113,MDE,-122.50266213192855
2113,CAM,-50.820740843463575
2113,LAM,-191.34755173932564
2113,SAS,-150.7948125149412
2113,SEA,-394.15021185034476
2113,CHI,-1755.6094565257774
2113,MAF,-309.55108011526795
2113,SSA,-244.60739183906657
2113,SIS,-6.713219668903148
2114,USA,-356.16688790750584
2114,CAN,-25.523365248886577
2114,WEU,-696.7580921382264
2114,JPK,-43.467698545877305
2114,ANZ,-2.5557033870268593
2114,EEU,-24.56948803488956
2114,FSU,-140.77536048593066
2114,MDE,-125.4173173606628
2114,CAM,-52.01779848052395
2114,LAM,-195.86356361519822
2114,SAS,-154.33656191922705
2114,SEA,-403.3582163041521
2114,CHI,-1795.4701680420703
2114,MAF,-316.6151929657079
2114,SSA,-250.36132524717897
2114,SIS,-6.873103447051068
2115,USA,-362.8667482095274
2115,CAN,-26.00585642770411
2115,WEU,-709.7886085050222
2115,JPK,-44.29477270658085
2115,ANZ,-2.604262096219908
2115,EEU,-25.03892006846672
2115,FSU,-143.3085015147329
2115,MDE,-128.34614350922345
2115,CAM,-53.22016414487318
2115,LAM,-200.40115111261065
2115,SAS,-157.89345897993914
2115,SEA,-412.60395515342026
2115,CHI,-1835.4531691610669
2115,MAF,-323.6829096414653
2115,SSA,-256.1277540205883
2115,SIS,-7.033797626987454
2116,USA,-369.5934977683569
2116,CAN,-26.490365429118842
2116,WEU,-722.8669201904972
2116,JPK,-45.12548624682202
2116,ANZ,-2.65303137638218
2116,EEU,-25.510107908918126
2116,FSU,-145.84395291563632
2116,MDE,-131.2870205963398
2116,CAM,-54.42695379733939
2116,LAM,-204.95707871838593
2116,SAS,-161.46287037278884
2116,SEA,-421.8805829950031
2116,CHI,-1875.5282357877109
2116,MAF,-330.747644392326
2116,SSA,-261.90158177009954
2116,SIS,-7.195187884456377
2117,USA,-376.34420150155245
2117,CAN,-26.976682127477087
2117,WEU,-735.9871532176436
2117,JPK,-45.95948083031019
2117,ANZ,-2.701990102838757
2117,EEU,-25.982828909299208
2117,FSU,-148.3803194587843
2117,MDE,-134.23773898409794
2117,CAM,-55.6372469974134
2117,LAM,-209.52797433196565
2117,SAS,-165.04205559837848
2117,SEA,-431.1809797193012
2117,CHI,-1915.6640128287893
2117,MAF,-337.80261110872493
2117,SSA,-267.67753657664366
2117,SIS,-7.357154974375913
2118,USA,-383.1159269362771
2118,CAN,-27.464596572789553
2118,WEU,-749.1434407386123
2118,JPK,-46.79639793938002
2118,ANZ,-2.7511171428913883
2118,EEU,-26.456860194806588
2118,FSU,-150.91621133214875
2118,MDE,-137.19605384488221
2118,CAM,-56.85010951953603
2118,LAM,-214.1104141327963
2118,SAS,-168.6282341385175
2118,SEA,-440.4979260181292
2118,CHI,-1955.8287968689158
2118,MAF,-344.84096505941744
2118,SSA,-273.45028229447604
2118,SIS,-7.519577709844701
2119,USA,-389.9056018957391
2119,CAN,-27.95388865475718
2119,WEU,-762.3296450012874
2119,JPK,-47.63586148735997
2119,ANZ,-2.8003903337435276
2119,EEU,-26.931968866300508
2119,FSU,-153.45018853472646
2119,MDE,-140.15963631224744
2119,CAM,-58.06457313503876
2119,LAM,-218.7008461762153
2119,SAS,-172.21852552730385
2119,SEA,-449.8239468186573
2119,CHI,-1995.98984187361
2119,MAF,-351.85568422670235
2119,SSA,-279.2143237890484
2119,SIS,-7.68233027925293
2120,USA,-396.71009427996785
2120,CAN,-28.444333862199546
2120,WEU,-775.5395137908865
2120,JPK,-48.477487549818946
2120,ANZ,-2.8497870547855784
2120,EEU,-27.407917540701785
2120,FSU,-155.98079302177882
2120,MDE,-143.1261037227755
2120,CAM,-59.27964818365366
2120,LAM,-223.29563741069876
2120,SAS,-175.80998670284217
2120,SEA,-459.1514088744793
2120,CHI,-2036.113794996666
2120,MAF,-358.83965008731855
2120,SSA,-284.9640700523501
2120,SIS,-7.845283897476327
2121,USA,-403.5263301688716
2121,CAN,-28.935711750132118
2121,WEU,-788.7669116310029
2121,JPK,-49.32089879250321
2121,ANZ,-2.8992850758850754
2121,EEU,-27.884472546062348
2121,FSU,-158.50659568329553
2121,MDE,-146.09306449340883
2121,CAM,-60.49434218842116
2121,LAM,-227.89114349256022
2121,SAS,-179.39966725560222
2121,SEA,-468.472665010678
2121,CHI,-2076.1673372533883
2121,MAF,-365.78576443830104
2121,SSA,-290.69392629272227
2121,SIS,-8.008309260018635
2122,USA,-410.35107522449675
2122,CAN,-29.427790265658885
2122,WEU,-802.0053926791029
2122,JPK,-50.16569775574136
2122,ANZ,-2.9488609870265488
2122,EEU,-28.361388851593425
2122,FSU,-161.02611083207336
2122,MDE,-149.05804165000265
2122,CAM,-61.707628201402095
2122,LAM,-232.48358927774547
2122,SAS,-182.98451559289217
2122,SEA,-477.7798089979872
2122,CHI,-2116.116096636865
2122,MAF,-372.70539709183504
2122,SSA,-296.41296508298865
2122,SIS,-8.171272345290914
2123,USA,-417.1811226532914
2123,CAN,-29.920339183267522
2123,WEU,-815.2485663916052
2123,JPK,-51.01148999362208
2123,ANZ,-2.9984915415162283
2123,EEU,-28.83842319245091
2123,FSU,-163.53787131791725
2123,MDE,-152.01854354093535
2123,CAM,-62.91847412120418
2123,LAM,-237.06917889987005
2123,SAS,-186.5614659351438
2123,SEA,-487.06490268245346
2123,CHI,-2155.9256564785633
2123,MAF,-379.59232991109553
2123,SSA,-302.1162840751327
2123,SIS,-8.33403828444588
2124,USA,-424.013127707181
2124,CAN,-30.413118314549635
2124,WEU,-828.4897786488574
2124,JPK,-51.857863498984806
2124,ANZ,-3.0481524802476905
2124,EEU,-29.31532247450647
2124,FSU,-166.04036298529655
2124,MDE,-154.97200525060128
2124,CAM,-64.1258184605837
2124,LAM,-241.64400417146118
2124,SAS,-190.12736649742484
2124,SEA,-496.3197883761745
2124,CHI,-2195.5607246511017
2124,MAF,-386.44020142884716
2124,SSA,-307.7988479379037
2124,SIS,-8.496468143712203
2125,USA,-430.84375147159056
2125,CAN,-30.905887779959276
2125,WEU,-841.7223911023981
2125,JPK,-52.70440644494287
2125,ANZ,-3.0978195583336436
2125,EEU,-29.7918338483162
2125,FSU,-168.53208229272363
2125,MDE,-157.91584387291616
2125,CAM,-65.32859325616913
2125,LAM,-246.20413052632557
2125,SAS,-193.67904747317374
2125,SEA,-505.53626626280163
2125,CHI,-2234.985920084994
2125,MAF,-393.24264693296544
2125,SSA,-313.4555994805904
2125,SIS,-8.658421947906204
2126,USA,-437.669589111892
2126,CAN,-31.39840286211655
2126,WEU,-854.9396412670228
2126,JPK,-53.55069841005258
2126,ANZ,-3.147468029455856
2126,EEU,-30.267699787602147
2126,FSU,-171.01150870387042
2126,MDE,-160.84743509006205
2126,CAM,-66.5257143967663
2126,LAM,-250.74556025350103
2126,SAS,-197.21329238718354
2126,SEA,-514.7060194835079
2126,CHI,-2274.1654410412825
2126,MAF,-399.993240669414
2126,SSA,-319.081413187126
2126,SIS,-8.81975739054241
2127,USA,-444.4872541429756
2127,CAN,-31.89042005041373
2127,WEU,-868.1348075132652
2127,JPK,-54.39632068770306
2127,ANZ,-3.1970732519485243
2127,EEU,-30.742663958714633
2127,FSU,-173.4771382196387
2127,MDE,-163.7641468728436
2127,CAM,-67.71609558313415
2127,LAM,-255.26428475471906
2127,SAS,-200.72687952692007
2127,SEA,-523.820722135292
2127,CHI,-2313.0635423407616
2127,MAF,-406.6855804387874
2127,SSA,-324.67116217089534
2127,SIS,-8.980331675017265
2128,USA,-451.2933140732437
2128,CAN,-32.38169242474453
2128,WEU,-881.3010836250736
2128,JPK,-55.240848416036734
2128,ANZ,-3.246610226335677
2128,EEU,-31.216466810828372
2128,FSU,-175.92745867571912
2128,MDE,-166.66331882750288
2128,CAM,-68.89863980191383
2128,LAM,-259.7562520901864
2128,SAS,-204.2165566848111
2128,SEA,-532.8719731790784
2128,CHI,-2351.6442423932594
2128,MAF,-413.3132365938547
2128,SSA,-330.2196771774788
2128,SIS,-9.140000376714053
2129,USA,-458.0843008909479
2129,CAN,-32.87197040738703
2129,WEU,-894.431599645699
2129,JPK,-56.08385186216875
2129,ANZ,-3.2960536709443944
2129,EEU,-31.688846343880513
2129,FSU,-178.36095440790805
2129,MDE,-169.54226895322944
2129,CAM,-70.07224213488675
2129,LAM,-264.21737721259984
2129,SAS,-207.679049533687
2129,SEA,-541.8513181280961
2129,CHI,-2389.871418349203
2129,MAF,-419.8697693576631
2129,SSA,-335.72175998836855
2129,SIS,-9.298617806747867
2130,USA,-464.8567740619691
2130,CAN,-33.361006283934856
2130,WEU,-907.5195452189449
2130,JPK,-56.9249041390881
2130,ANZ,-3.3453784755414855
2130,EEU,-32.15954251021621
2130,FSU,-180.7761313022505
2130,MDE,-172.39831999522224
2130,CAM,-71.23580067086449
2130,LAM,-268.6435827635991
2130,SAS,-211.1110939815942
2130,SEA,-550.7503332707379
2130,CHI,-2427.7091767829916
2130,MAF,-426.34879447446957
2130,SSA,-341.17223558408784
2130,SIS,-9.456038451965265
2131,USA,-471.6072163771881
2131,CAN,-33.84854672997081
2131,WEU,-920.5579665044892
2131,JPK,-57.76356845940249
2131,ANZ,-3.3945589523416615
2131,EEU,-32.628290051339846
2131,FSU,-183.17147668424374
2131,MDE,-175.2287639959056
2131,CAM,-72.38820186125227
2131,LAM,-273.03074353429906
2131,SAS,-214.50939280073987
2131,SEA,-559.5605123020379
2131,CHI,-2465.1213519826433
2131,MAF,-432.74389555577017
2131,SSA,-346.5658818442041
2131,SIS,-9.612115024623359
2132,USA,-478.33210591660503
2132,CAN,-34.33433797520007
2132,WEU,-933.5399070755079
2132,JPK,-58.59940695041743
2132,ANZ,-3.443569354188974
2132,EEU,-33.09482352241073
2132,FSU,-185.545487916138
2132,MDE,-178.03089202577846
2132,CAM,-73.52833282639843
2132,LAM,-277.37473250060617
2132,SAS,-217.87065211940592
2132,SEA,-568.2733613145194
2132,CHI,-2502.071923969609
2132,MAF,-439.0486980041415
2132,SSA,-351.8974883487651
2132,SIS,-9.76670008741914
2133,USA,-485.0279687802204
2133,CAN,-34.81812958984757
2133,WEU,-946.4585111064299
2133,JPK,-59.43198712361098
2133,ANZ,-3.492384254810461
2133,EEU,-33.558880985013296
2133,FSU,-187.89669326682105
2133,MDE,-180.80201705267712
2133,CAM,-74.65509080412895
2133,LAM,-281.671456142856
2133,SAS,-221.19160944008985
2133,SEA,-576.8804716286911
2133,CHI,-2538.5253370146706
2133,MAF,-445.2569253163057
2133,SSA,-357.1619013984496
2133,SIS,-9.91964730244861
2134,USA,-491.69126766940605
2134,CAN,-35.29966648852393
2134,WEU,-959.3068061587762
2134,JPK,-60.26086823432457
2134,ANZ,-3.5409777473300807
2134,EEU,-34.02019634035581
2134,FSU,-190.2236090571642
2134,MDE,-183.5394357305746
2134,CAM,-75.76736737117685
2134,LAM,-285.9167946254834
2134,SAS,-224.46898689420686
2134,SEA,-585.3733976104699
2134,CHI,-2574.4459592086328
2134,MAF,-451.36230459047965
2134,SSA,-362.35394825554226
2134,SIS,-10.070809329997296
2135,USA,-498.31853436952014
2135,CAN,-35.7786984415825
2135,WEU,-972.0779620406529
2135,JPK,-61.08561752454195
2135,ANZ,-3.5893243988242824
2135,EEU,-34.47850854253735
2135,FSU,-192.52479147454477
2135,MDE,-186.24048099759895
2135,CAM,-76.8640701680672
2135,LAM,-290.10668342032795
2135,SAS,-227.6995556267368
2135,SEA,-593.7438243223932
2135,CHI,-2609.798818208306
2135,MAF,-457.3586959666102
2135,SSA,-367.4685408640085
2135,SIS,-10.220040708925584
2136,USA,-504.9063459971829
2136,CAN,-36.254978373215884
2136,WEU,-984.7652445906656
2136,JPK,-61.905807329183716
2136,ANZ,-3.6373990802957152
2136,EEU,-34.93355999603247
2136,FSU,-194.7988275633867
2136,MDE,-188.90251659641928
2136,CAM,-77.94412062769969
2136,LAM,-294.23710448621756
2136,SAS,-230.88012905323973
2136,SEA,-601.9835496330574
2136,CHI,-2644.5495188656323
2136,MAF,-463.24007832759054
2136,SSA,-372.5006646206616
2136,SIS,-10.367197552265251
2137,USA,-511.4512267104518
2137,CAN,-36.72825530600719
2137,WEU,-997.3618241646747
2137,JPK,-62.72100303874337
2137,ANZ,-3.6851762594372546
2137,EEU,-35.385089796493986
2137,FSU,-197.0442975775191
2137,MDE,-191.52290355836223
2137,CAM,-79.00644013717327
2137,LAM,-298.30403376420884
2137,SAS,-234.00752187637372
2137,SEA,-610.0843770634679
2137,CHI,-2678.663769080621
2137,MAF,-469.000466488331
2137,SSA,-377.4453119568762
2137,SIS,-10.51213570321784
2138,USA,-517.9497184717901
2138,CAN,-37.19827944277623
2138,WEU,-1009.8609139970476
2138,JPK,-63.53077178455284
2138,ANZ,-3.73263051104551
2138,EEU,-35.83283867293197
2138,FSU,-199.25980277267985
2138,MDE,-194.0990298593571
2138,CAM,-80.04996228341732
2138,LAM,-302.30348707888754
2138,SAS,-237.07858635598018
2138,SEA,-618.038210068763
2138,CHI,-2712.1077918015335
2138,MAF,-474.63398363658996
2138,SSA,-382.2975405763406
2138,SIS,-10.654712358455177
2139,USA,-524.3983306212199
2139,CAN,-37.66479854680681
2139,WEU,-1022.2556721181742
2139,JPK,-64.3346762665244
2139,ANZ,-3.7797361544383206
2139,EEU,-36.27654554187691
2139,FSU,-201.44394633803842
2139,MDE,-196.6282947434456
2139,CAM,-81.07362637785309
2139,LAM,-306.2314954128675
2139,SAS,-240.09019314487847
2139,SEA,-625.8370017739809
2139,CHI,-2744.8481010144583
2139,MAF,-480.13482233543573
2139,SSA,-387.0524422250484
2139,SIS,-10.794785202805048
2140,USA,-530.7937034886066
2140,CAN,-38.12756969486288
2140,WEU,-1034.5395205832529
2140,JPK,-65.13229483873326
2140,ANZ,-3.82646843356628
2140,EEU,-36.71595887079967
2140,FSU,-203.59539663626856
2140,MDE,-199.10817326930692
2140,CAM,-82.07640407305226
2140,LAM,-310.08420515506793
2140,SAS,-243.03931009232255
2140,SEA,-633.4729600760832
2140,CHI,-2776.8523984283975
2140,MAF,-485.4974015293863
2140,SSA,-391.7052694185523
2140,SIS,-10.93221594953134
2141,USA,-537.132554352208
2141,CAN,-38.586355400817354
2141,WEU,-1046.7060400834953
2141,JPK,-65.92321490454465
2141,ANZ,-3.8728031289006752
2141,EEU,-37.15083297338174
2141,FSU,-205.71286634997074
2141,MDE,-201.5361992549323
2141,CAM,-83.05729229608815
2141,LAM,-313.8578512723966
2141,SAS,-245.92298129221686
2141,SEA,-640.9384926743056
2141,CHI,-2808.0893267501397
2141,MAF,-490.7163232690215
2141,SSA,-396.25140124140927
2141,SIS,-11.06686940166022
2142,USA,-543.411518590952
2142,CAN,-39.0409122074791
2142,WEU,-1058.7486605002316
2142,JPK,-66.70701343897827
2142,ANZ,-3.9187154131777993
2142,EEU,-37.58091705933453
2142,FSU,-207.79505176320475
2142,MDE,-203.9099087614815
2142,CAM,-84.01528993825133
2142,LAM,-317.54866904284006
2142,SAS,-248.73825804207362
2142,SEA,-648.2260268024066
2142,CHI,-2838.5276754124125
2142,MAF,-495.7862338908396
2142,SSA,-400.6862317347035
2142,SIS,-11.198610346024791
2143,USA,-549.6273470394574
2143,CAN,-39.49100486570809
2143,WEU,-1070.6610457964864
2143,JPK,-67.4832812249626
2143,ANZ,-3.9641812752594383
2143,EEU,-38.00596892996577
2143,FSU,-209.8407087441821
2143,MDE,-206.2269171654775
2143,CAM,-84.94942961607445
2143,LAM,-321.15301380491627
2143,SAS,-251.48229286525728
2143,SEA,-655.3282539473431
2143,CHI,-2868.1374496523763
2143,MAF,-500.70201090094497
2143,SSA,-405.0053210505841
2143,SIS,-11.327307782661181
2144,USA,-555.7768483279103
2144,CAN,-39.9364021964986
2144,WEU,-1082.4369816451667
2144,JPK,-68.25161579918611
2144,ANZ,-4.0091771056711805
2144,EEU,-38.42575102202689
2144,FSU,-211.84863060777738
2144,MDE,-208.48490049149487
2144,CAM,-85.85876994156497
2144,LAM,-324.66733163796346
2144,SAS,-254.15231660428293
2144,SEA,-662.2380698019657
2144,CHI,-2896.889601808555
2144,MAF,-505.45871583364436
2144,SSA,-409.2043581078862
2144,SIS,-11.452833897676989
2145,USA,-561.8567988984407
2145,CAN,-40.37687062798508
2145,WEU,-1094.0702002750797
2145,JPK,-69.01161042025105
2145,ANZ,-4.053679048572389
2145,EEU,-38.84002422153096
2145,FSU,-213.8176139194781
2145,MDE,-210.68156451211865
2145,CAM,-86.74238278094919
2145,LAM,-328.08811103508276
2145,SAS,-256.74560065872737
2145,SEA,-668.9484755377342
2145,CHI,-2924.7555950014757
2145,MAF,-510.0515179952398
2145,SSA,-413.2790994370059
2145,SIS,-11.575062364927593
2146,USA,-567.8641770150138
2146,CAN,-40.812191014353374
2146,WEU,-1105.55483635695
2146,JPK,-69.7628828285635
2146,ANZ,-4.097664691103526
2146,EEU,-39.24856408057731
2146,FSU,-215.74654780345745
2146,MDE,-212.8147353269781
2146,CAM,-87.59939052876517
2146,LAM,-331.4120236955857
2146,SAS,-259.25956730181593
2146,SEA,-675.4528649025134
2146,CHI,-2951.7086542641955
2146,MAF,-514.4759125795215
2146,SSA,-417.2255463750261
2146,SIS,-11.693873319972974
2147,USA,-573.795749599361
2147,CAN,-41.24212894729732
2147,WEU,-1116.8846224393499
2147,JPK,-70.50502451489488
2147,ANZ,-4.141110083459848
2147,EEU,-39.65113228241229
2147,FSU,-217.63425664946487
2147,MDE,-214.88220711667586
2147,CAM,-88.42890339759433
2147,LAM,-334.6356872879521
2147,SAS,-261.6916040154422
2147,SEA,-681.7445401624899
2147,CHI,-2977.721644777329
2147,MAF,-518.7273504201016
2147,SSA,-421.0396458414586
2147,SIS,-11.809144995449838
2148,USA,-579.648541491778
2148,CAN,-41.66646848271614
2148,WEU,-1128.0538029562333
2148,JPK,-71.23765838517507
2148,ANZ,-4.183993126004701
2148,EEU,-40.04750912505005
2148,FSU,-219.47967892119428
2148,MDE,-216.88192074477183
2148,CAM,-89.23009292820146
2148,LAM,-337.75594328979463
2148,SAS,-264.0392810472321
2148,SEA,-687.8172785710807
2148,CHI,-3002.7695444703927
2148,MAF,-522.8016689352795
2148,SSA,-424.717640088975
2148,SIS,-11.920763532199471
2149,USA,-585.4196684524604
2149,CAN,-42.08500014514417
2149,WEU,-1139.056808769668
2149,JPK,-71.96041827467944
2149,ANZ,-4.226292365823842
2149,EEU,-40.43748199218384
2149,FSU,-221.28180316976054
2149,MDE,-218.81190347863358
2149,CAM,-90.0021671192005
2149,LAM,-340.7697630062898
2149,SAS,-266.30027772831494
2149,SEA,-693.6651400625943
2149,CHI,-3026.8285962132904
2149,MAF,-526.6949437421615
2149,SSA,-428.25594765458465
2149,SIS,-12.028619669273054
2150,USA,-591.1063132405098
2150,CAN,-42.49751921244961
2150,WEU,-1149.8882105530095
2150,JPK,-72.67294603155639
2150,ANZ,-4.26798682534962
2150,EEU,-40.82084372487444
2150,FSU,-223.03965881830393
2150,MDE,-220.67026231758354
2150,CAM,-90.74436764201151
2150,LAM,-343.6742370253774
2150,SAS,-268.47237418250756
2150,SEA,-699.282445332137
2150,CHI,-3049.876206424009
2150,MAF,-530.4034706035188
2150,SSA,-431.65114962717837
2150,SIS,-12.132608377990621
2151,USA,-596.7055926977571
2151,CAN,-42.903816162733314
2151,WEU,-1160.542460251557
2151,JPK,-73.37487519457451
2151,ANZ,-4.309055043740196
2151,EEU,-41.19738346991599
2151,FSU,-224.75226599073613
2151,MDE,-222.45513660994453
2151,CAM,-91.45595032695844
2151,LAM,-346.466501286382
2151,SAS,-270.55339354021584
2151,SEA,-704.6636250183569
2151,CHI,-3071.890282337215
2151,MAF,-533.9236498086995
2151,SSA,-434.8998963658693
2151,SIS,-12.23262625769994
